"ID_MESA","LAT","LON","cluster"
"100320113310000104","-19.80042","-63.95535",2
"100320113310000105","-19.80042","-63.95535",1
"100320113310000106","-19.80042","-63.95535",2
"100320113310000107","-19.80042","-63.95535",1
"100320113310000108","-19.80042","-63.95535",1
"100320113310000109","-19.80042","-63.95535",1
"100320113310000110","-19.80042","-63.95535",1
"100320113310000111","-19.80042","-63.95535",1
"100320113310000112","-19.80042","-63.95535",1
"100320113310000113","-19.80042","-63.95535",2
"100320113310000114","-19.80042","-63.95535",1
"100320113310000115","-19.80042","-63.95535",1
"100320113310000116","-19.80042","-63.95535",1
"100320113310000117","-19.80042","-63.95535",2
"100320113310000118","-19.80042","-63.95535",1
"100320113310000119","-19.80042","-63.95535",1
"100320113310000120","-19.80042","-63.95535",1
"100320113310000201","-19.78872","-63.95635",2
"100320113310000202","-19.78872","-63.95635",1
"100320113310000203","-19.78872","-63.95635",1
"100320113310000204","-19.78872","-63.95635",1
"100320113310000205","-19.78872","-63.95635",1
"100320113310000206","-19.78872","-63.95635",1
"100320113310000207","-19.78872","-63.95635",1
"100320113310000208","-19.78872","-63.95635",1
"100320113310000209","-19.78872","-63.95635",1
"100320113310000210","-19.78872","-63.95635",2
"100320113310000211","-19.78872","-63.95635",1
"100320113310000212","-19.78872","-63.95635",1
"100320113310000213","-19.78872","-63.95635",1
"100320113310000214","-19.78872","-63.95635",1
"100320113310000215","-19.78872","-63.95635",2
"100320113310000216","-19.78872","-63.95635",1
"100320113310000217","-19.78872","-63.95635",1
"100320113310000218","-19.78872","-63.95635",1
"100320113310000219","-19.78872","-63.95635",2
"100320113312571901","-19.80285","-63.954462",2
"100320113320000101","-19.66221","-64.03931",3
"100320113330000101","-19.80225","-64.0597",3
"100320113350000101","-20.0189","-63.9845",1
"100320113350000102","-20.0189","-63.9845",1
"100320113350000103","-20.0189","-63.9845",3
"100320113360000101","-19.81358","-63.97173",1
"100320113360000102","-19.81358","-63.97173",1
"100320113360000103","-19.81358","-63.97173",1
"100320113360000104","-19.81358","-63.97173",1
"100320113360000105","-19.81358","-63.97173",1
"100320113360000106","-19.81358","-63.97173",1
"100320113360000107","-19.81358","-63.97173",1
"100320113360000108","-19.81358","-63.97173",1
"100320113360000109","-19.81358","-63.97173",1
"100320113360000110","-19.81358","-63.97173",1
"100320113360000111","-19.81358","-63.97173",1
"100320113370000101","-19.77911","-64.11466",3
"100320113370000102","-19.77911","-64.11466",3
"100320113400000101","-20.33284","-64.11983",1
"100320113400000102","-20.33284","-64.11983",1
"100320113410000101","-20.16429","-64.23994",1
"100320113410000102","-20.16429","-64.23994",3
"100320113420000101","-19.87782","-64.147977",3
"100320113420000102","-19.87782","-64.147977",3
"100320113440000101","-20.36557","-64.00413",1
"100320113440000102","-20.36557","-64.00413",1
"100320113440000103","-20.36557","-64.00413",2
"100320113440000104","-20.36557","-64.00413",1
"100320113440000105","-20.36557","-64.00413",2
"100320113440000106","-20.36557","-64.00413",1
"100320113440000107","-20.36557","-64.00413",1
"100320113450000101","-20.71865","-64.02778",1
"100320113450000102","-20.71865","-64.02778",1
"100320113460000101","-20.16225","-63.96331",1
"100320113460000102","-20.16225","-63.96331",3
"100320113480000101","-20.57222","-64.14964",1
"100320113480000102","-20.57222","-64.14964",1
"100320113480000103","-20.57222","-64.14964",3
"100320113500000101","-20.5817","-63.89535",2
"100320113500000102","-20.5817","-63.89535",1
"100320113540000101","-19.18218","-64.91234",3
"100320113540000102","-19.18218","-64.91234",3
"100320113540000103","-19.18218","-64.91234",3
"100320113540000104","-19.18218","-64.91234",3
"100320113540000105","-19.18218","-64.91234",3
"100320113540000106","-19.18218","-64.91234",3
"100320113540000107","-19.18218","-64.91234",3
"100320113540000108","-19.18218","-64.91234",3
"100320113540000109","-19.18218","-64.91234",1
"100320113540000201","-19.18131","-64.91212",3
"100320113540000202","-19.18131","-64.91212",3
"100320113540000203","-19.18131","-64.91212",3
"100320113540000204","-19.18131","-64.91212",3
"100320113540000205","-19.18131","-64.91212",3
"100320113540000206","-19.18131","-64.91212",3
"100320113540000207","-19.18131","-64.91212",3
"100320113540000208","-19.18131","-64.91212",3
"100320113540000209","-19.18131","-64.91212",1
"100320113550000101","-19.06883","-64.90345",3
"100320113550000102","-19.06883","-64.90345",3
"100320113550000103","-19.06883","-64.90345",3
"100320113570000101","-19.05788","-64.91453",3
"100320113570000102","-19.05788","-64.91453",3
"100320113590000101","-19.1101","-64.80127",3
"100320113590000102","-19.1101","-64.80127",3
"100320113600000101","-18.97762","-65.03048",3
"100320113600000102","-18.97762","-65.03048",3
"100320113610000101","-19.3425","-64.99535",3
"100320113610000102","-19.3425","-64.99535",3
"100320113610000103","-19.3425","-64.99535",3
"100320113610000104","-19.3425","-64.99535",3
"100320113630000101","-19.18805","-65.11996",1
"100320113630000102","-19.18805","-65.11996",3
"100320113630000103","-19.18805","-65.11996",1
"100320113630000104","-19.18805","-65.11996",1
"100320113630000105","-19.18805","-65.11996",3
"100320113630000106","-19.18805","-65.11996",3
"100320113640000101","-19.17783","-65.04116",3
"100320113640000102","-19.17783","-65.04116",3
"100320113650000101","-19.25555","-65.07349",3
"100320113650000102","-19.25555","-65.07349",3
"100320113710000101","-20.6396","-65.20852",1
"100320113710000102","-20.6396","-65.20852",1
"100320113710000103","-20.6396","-65.20852",1
"100320113710000104","-20.6396","-65.20852",1
"100320113710000105","-20.6396","-65.20852",1
"100320113710000106","-20.6396","-65.20852",1
"100320113710000107","-20.6396","-65.20852",2
"100320113710000108","-20.6396","-65.20852",1
"100320113710000109","-20.6396","-65.20852",1
"100320113710000110","-20.6396","-65.20852",2
"100320113710000111","-20.6396","-65.20852",2
"100320113710000201","-20.64259","-65.21046",1
"100320113710000202","-20.64259","-65.21046",1
"100320113710000203","-20.64259","-65.21046",1
"100320113710000204","-20.64259","-65.21046",1
"100320113710000205","-20.64259","-65.21046",1
"100320113710000206","-20.64259","-65.21046",1
"100320113710000207","-20.64259","-65.21046",1
"100320113710000208","-20.64259","-65.21046",1
"100320113710000209","-20.64259","-65.21046",1
"100320113710000210","-20.64259","-65.21046",1
"100320113710000211","-20.64259","-65.21046",1
"100320113710000212","-20.64259","-65.21046",1
"100320113710000213","-20.64259","-65.21046",1
"100320113710000301","-20.64096","-65.20866",1
"100320113720000101","-20.54018","-65.14967",3
"100320113720000102","-20.54018","-65.14967",3
"100320113730000101","-20.49716","-65.14874",3
"100320113730000102","-20.49716","-65.14874",3
"100320113730000103","-20.49716","-65.14874",3
"100320113740000101","-20.38414","-65.09431",3
"100320113740000102","-20.38414","-65.09431",3
"100320113750000101","-20.69902","-65.22565",3
"100320113760000101","-20.7456","-65.23849",1
"100320113770000101","-20.79629","-65.22394",3
"100320113770000102","-20.79629","-65.22394",3
"100320113790000101","-20.74312","-65.13165",3
"100320113800000101","-20.32539","-64.80387",3
"100320113800000102","-20.32539","-64.80387",3
"100320113800000103","-20.32539","-64.80387",3
"100320113810000101","-20.73311","-65.34542",3
"100320113820000101","-20.75148","-65.29808",3
"100320113830000201","-20.1035","-65.13464",3
"100320113830000202","-20.1035","-65.13464",3
"100320113830000203","-20.1035","-65.13464",3
"100320113830000204","-20.1035","-65.13464",3
"100320113830000205","-20.1035","-65.13464",3
"100320113830000206","-20.1035","-65.13464",3
"100320113830000207","-20.1035","-65.13464",3
"100320113830000208","-20.1035","-65.13464",3
"100320113830000209","-20.1035","-65.13464",3
"100320113830000210","-20.1035","-65.13464",3
"100320113830000211","-20.1035","-65.13464",3
"100320113830000212","-20.1035","-65.13464",3
"100320113830000213","-20.1035","-65.13464",3
"100320113840000101","-20.23535","-65.15222",3
"100320113840000102","-20.23535","-65.15222",3
"100320113840000103","-20.23535","-65.15222",3
"100320113840000104","-20.23535","-65.15222",3
"100320113840000105","-20.23535","-65.15222",3
"100320113850000101","-20.3716","-65.01423",3
"100320113850000102","-20.3716","-65.01423",3
"100320113850000103","-20.3716","-65.01423",3
"100320113860000101","-20.27677","-65.02613",3
"100320113860000102","-20.27677","-65.02613",3
"100320113860000103","-20.27677","-65.02613",3
"100320113860000104","-20.27677","-65.02613",3
"100320113860000105","-20.27677","-65.02613",3
"100320113870000101","-20.03951","-64.65379",3
"100320113870000102","-20.03951","-64.65379",3
"100320113880000101","-20.03145","-64.79684",3
"100320113880000102","-20.03145","-64.79684",3
"100320113900000101","-20.21278","-65.25732",3
"100320113900000102","-20.21278","-65.25732",3
"100320113900000103","-20.21278","-65.25732",3
"100320113910000101","-20.04161","-65.27066",3
"100320113910000102","-20.04161","-65.27066",3
"100320113920000101","-20.16914","-64.6492",3
"100320113920000102","-20.16914","-64.6492",3
"100320113930000101","-19.87956","-64.98957",3
"100320113940000101","-19.99369","-64.9986",3
"100320113960000101","-20.21683","-65.05057",3
"100320113960000102","-20.21683","-65.05057",3
"100320113960000103","-20.21683","-65.05057",3
"100320113970000101","-20.21117","-64.9901",3
"100320113970000102","-20.21117","-64.9901",3
"100320113970000103","-20.21117","-64.9901",3
"100320113970000104","-20.21117","-64.9901",3
"100320113970000105","-20.21117","-64.9901",3
"100320113970000106","-20.21117","-64.9901",3
"100320113980000101","-20.19596","-64.94637",3
"100320113980000102","-20.19596","-64.94637",3
"100320113990000101","-19.94768","-64.78234",3
"100320114010000101","-20.78048","-64.86781",1
"100320114010000102","-20.78048","-64.86781",1
"100320114010000103","-20.78048","-64.86781",3
"100320114010000104","-20.78048","-64.86781",3
"100320114010000105","-20.78048","-64.86781",1
"100320114010000106","-20.78048","-64.86781",3
"100320114010000107","-20.78048","-64.86781",3
"100320114010000108","-20.78048","-64.86781",1
"100320114010000109","-20.78048","-64.86781",1
"100320114020000101","-20.72522","-64.88494",1
"100320114020000102","-20.72522","-64.88494",3
"100320114020000103","-20.72522","-64.88494",3
"100320114020000104","-20.72522","-64.88494",3
"100320114020000105","-20.72522","-64.88494",3
"100320114020000106","-20.72522","-64.88494",3
"100320114020000107","-20.72522","-64.88494",3
"100320114020000108","-20.72522","-64.88494",3
"100320114020000109","-20.72522","-64.88494",3
"100320114020000110","-20.72522","-64.88494",1
"100320114020000111","-20.72522","-64.88494",3
"100320114020000112","-20.72522","-64.88494",3
"100320114020000113","-20.72522","-64.88494",3
"100320114020000114","-20.72522","-64.88494",3
"100320114020000115","-20.72522","-64.88494",3
"100320114020000116","-20.72522","-64.88494",3
"100320114020000117","-20.72522","-64.88494",1
"100320114030000101","-20.66362","-64.85761",3
"100320114030000102","-20.66362","-64.85761",3
"100320114030000103","-20.66362","-64.85761",3
"100320114030000104","-20.66362","-64.85761",3
"100320114040000101","-20.79387","-64.87055",3
"100320114080000101","-20.58304","-64.77654",3
"100320114080000102","-20.58304","-64.77654",3
"100320114090000101","-20.52791","-64.74667",3
"100320114090000102","-20.52791","-64.74667",3
"100320114100000101","-20.43394","-64.77631",3
"100320114100000102","-20.43394","-64.77631",3
"100320114110000101","-20.44497","-64.69144",3
"100320114130000101","-20.59936","-64.5423",3
"100320114130000102","-20.59936","-64.5423",3
"100320114170000101","-19.12737","-64.32195",1
"100320114170000102","-19.12737","-64.32195",1
"100320114170000103","-19.12737","-64.32195",1
"100320114170000104","-19.12737","-64.32195",1
"100320114170000105","-19.12737","-64.32195",1
"100320114170000106","-19.12737","-64.32195",1
"100320114170000107","-19.12737","-64.32195",1
"100320114170000108","-19.12737","-64.32195",1
"100320114170000109","-19.12737","-64.32195",1
"100320114170000110","-19.12737","-64.32195",1
"100320114170000111","-19.12737","-64.32195",1
"100320114170000112","-19.12737","-64.32195",1
"100320114170000113","-19.12737","-64.32195",1
"100320114170000114","-19.12737","-64.32195",1
"100320114190000101","-19.01643","-64.42113",3
"100320114190000102","-19.01643","-64.42113",3
"100320114190000103","-19.01643","-64.42113",3
"100320114200000101","-18.8268","-64.396",3
"100320114210000101","-19.1737","-64.2653",3
"100320114220000101","-19.1079","-64.24857",3
"100320114230000101","-19.11728","-64.19292",3
"100320114230000102","-19.11728","-64.19292",3
"100320114240000101","-18.99208","-64.29203",3
"100320114240000102","-18.99208","-64.29203",3
"100320114240000103","-18.99208","-64.29203",3
"100320114250000201","-18.94884","-64.37803",3
"100320114260000101","-20.97539","-65.23078",3
"100320114260000102","-20.97539","-65.23078",3
"100320114260000103","-20.97539","-65.23078",3
"100320114260000104","-20.97539","-65.23078",1
"100320114260000105","-20.97539","-65.23078",3
"100320114270000101","-20.93037","-65.27052",3
"100320114280000101","-21.0909","-65.26554",3
"100320114290000101","-21.06641","-65.27811",3
"100320114300000101","-20.8238","-64.94446",3
"100320114300000102","-20.8238","-64.94446",3
"100320114300000103","-20.8238","-64.94446",3
"100320114300000104","-20.8238","-64.94446",3
"100320114300000105","-20.8238","-64.94446",3
"100320114300000106","-20.8238","-64.94446",3
"100320114300000107","-20.8238","-64.94446",3
"100320114300000108","-20.8238","-64.94446",1
"100320114300000109","-20.8238","-64.94446",1
"100320114300000110","-20.8238","-64.94446",3
"100320114300000111","-20.8238","-64.94446",3
"100320114300000112","-20.8238","-64.94446",3
"100320114300000113","-20.8238","-64.94446",3
"100320114300000114","-20.8238","-64.94446",3
"100320114300000115","-20.8238","-64.94446",3
"100320114300000116","-20.8238","-64.94446",3
"100320114300000117","-20.8238","-64.94446",3
"100320114310000101","-20.85254","-64.91499",3
"100320114310000102","-20.85254","-64.91499",3
"100320114310000103","-20.85254","-64.91499",3
"100320114320000101","-20.80951","-64.99879",3
"100320114320000102","-20.80951","-64.99879",3
"100320114320000103","-20.80951","-64.99879",3
"100320114340000101","-20.90935","-64.90742",3
"100320114350000101","-20.9327","-64.96812",3
"100320114360000101","-20.9315","-64.88244",3
"100320114370000101","-21.00441","-64.91585",3
"100320114370000102","-21.00441","-64.91585",3
"100320114380000101","-20.85919","-64.72974",3
"100320114390000101","-20.75573","-64.7111",3
"100320114400000101","-20.85209","-64.31755",1
"100320114400000102","-20.85209","-64.31755",1
"100320114400000103","-20.85209","-64.31755",1
"100320114430000101","-20.77545","-64.5965",3
"100320114430000102","-20.77545","-64.5965",3
"100320114440000101","-20.90218","-64.51948",3
"100320114460000101","-20.940014","-64.688793",3
"100320114470000101","-21.2103","-65.21003",3
"100320114470000102","-21.2103","-65.21003",3
"100320114470000103","-21.2103","-65.21003",1
"100320114480000101","-21.21964","-65.21146",3
"100320114490000101","-21.32046","-65.22454",3
"100320114500000101","-21.35275","-65.23065",3
"100320114510000101","-21.36126","-65.27929",3
"100320114520000101","-21.2021","-65.2924",3
"100320114530000101","-21.2043","-65.2624",3
"100320114540000101","-21.42857","-65.24155",3
"100320114560000101","-19.8965","-63.75016",2
"100320114560000102","-19.8965","-63.75016",2
"100320114560000103","-19.8965","-63.75016",2
"100320114560000104","-19.8965","-63.75016",1
"100320114560000105","-19.8965","-63.75016",1
"100320114560000106","-19.8965","-63.75016",2
"100320114560000107","-19.8965","-63.75016",1
"100320114560000108","-19.8965","-63.75016",2
"100320114560000109","-19.8965","-63.75016",2
"100320114560000110","-19.8965","-63.75016",1
"100320114560000111","-19.8965","-63.75016",1
"100320114560000112","-19.8965","-63.75016",2
"100320114560000113","-19.8965","-63.75016",1
"100320114560000114","-19.8965","-63.75016",1
"100320114580000101","-20.55215","-63.7504",1
"100320114580000102","-20.55215","-63.7504",1
"100320114600000101","-20.86667","-63.85",3
"100320114600000102","-20.86667","-63.85",3
"100320114630000101","-20.09122","-63.76806",1
"100320114640000101","-19.62364","-63.82461",1
"100320114650000101","-19.45372","-63.84387",1
"100320114650000102","-19.45372","-63.84387",3
"100320114660000101","-19.67933","-63.8163",1
"100320114660000102","-19.67933","-63.8163",1
"100320114680000101","-20.74458","-63.66537",1
"100320114680000102","-20.74458","-63.66537",3
"100320114700000101","-20.69879","-63.65736",3
"100320114710000101","-20.48822","-63.52636",1
"100320114710000102","-20.48822","-63.52636",3
"100320114710000103","-20.48822","-63.52636",3
"100320114740000101","-20.815608","-63.36272",2
"100320114740000102","-20.815608","-63.36272",1
"100320114740000103","-20.815608","-63.36272",1
"100320114740000104","-20.815608","-63.36272",1
"100320114740000105","-20.815608","-63.36272",2
"100320114740000106","-20.815608","-63.36272",2
"100320114750000101","-20.86273","-63.3061",3
"100320114780000101","-20.99425","-63.39542",3
"100320114790000101","-20.757822","-63.071687",1
"100320114790000102","-20.757822","-63.071687",1
"100320114800000101","-20.704832","-63.10628",1
"100320114810000101","-20.99875","-63.32757",1
"100320114820000101","-20.54343","-63.40212",1
"100320114890000101","-20.45202","-63.42398",3
"100320114890000102","-20.45202","-63.42398",3
"100320114890000103","-20.45202","-63.42398",3
"100320114890000104","-20.45202","-63.42398",3
"100320114890000105","-20.45202","-63.42398",3
"100320114910000101","-20.70558","-63.28704",3
"100320114910000102","-20.70558","-63.28704",3
"100320114930000101","-20.91519","-63.38359",1
"100320127560000101","-19.25604","-65.21962",3
"100320127560000102","-19.25604","-65.21962",3
"100320127570000101","-18.49988","-65.28516",3
"100320127580000101","-19.82226","-64.19889",3
"100320127580000102","-19.82226","-64.19889",3
"100320127590000101","-19.15368","-64.99545",3
"100320127590000102","-19.15368","-64.99545",3
"100320127940010101","-19.04907","-65.25817",2
"100320127940010102","-19.04907","-65.25817",2
"100320127940010103","-19.04907","-65.25817",2
"100320127940010104","-19.04907","-65.25817",2
"100320127940010105","-19.04907","-65.25817",2
"100320127940010106","-19.04907","-65.25817",2
"100320127940010301","-19.0489","-65.25534",2
"100320127940010302","-19.0489","-65.25534",2
"100320127940010303","-19.0489","-65.25534",2
"100320127940010601","-19.04462","-65.25596",2
"100320127940010602","-19.04462","-65.25596",2
"100320127940010603","-19.04462","-65.25596",2
"100320127940010604","-19.04462","-65.25596",2
"100320127940010605","-19.04462","-65.25596",2
"100320127940010606","-19.04462","-65.25596",2
"100320127940010607","-19.04462","-65.25596",2
"100320127940010608","-19.04462","-65.25596",2
"100320127940010609","-19.04462","-65.25596",2
"100320127940010801","-19.04412","-65.25015",2
