,Código Mesa,p1,p2,pm,pj
0,100320722340100821,2.850528143539285,3.776588048039357,3.313558095789321,3.273118852824868
1,100320514942505002,2.850528143539285,3.776588048039357,3.313558095789321,3.5265703988092514
2,100320514942505003,2.850528143539285,3.776588048039357,3.313558095789321,3.606907980787123
3,100320514942505004,2.850528143539285,3.776588048039357,3.313558095789321,3.518566975584461
4,100320626800011209,2.850528143539285,3.776588048039357,3.313558095789321,3.4970456129609224
5,100320308210020401,2.850528143539285,3.776588048039357,3.313558095789321,3.2249894648731736
6,100320722340200507,2.850528143539285,3.776588048039357,3.313558095789321,3.1159925512147146
7,100320308212588604,2.850528143539285,3.776588048039357,3.313558095789321,3.1458090469271944
8,100320722340200508,2.850528143539285,3.776588048039357,3.313558095789321,3.33840998212347
9,100320308212588606,2.850528143539285,3.776588048039357,3.313558095789321,3.6979448098402123
10,100320308210020415,2.850528143539285,3.776588048039357,3.313558095789321,3.1824347923190435
11,100320308212588608,2.850528143539285,3.776588048039357,3.313558095789321,3.572283671250284
12,100320308210020417,2.850528143539285,3.776588048039357,3.313558095789321,3.010796728420637
13,100320308210020418,2.850528143539285,3.776588048039357,3.313558095789321,3.479486450745076
14,100320514940057319,2.850528143539285,3.776588048039357,3.313558095789321,3.7560316809082535
15,100320514940002404,2.850528143539285,3.776588048039357,3.313558095789321,3.232204029319555
16,100320514940002406,2.850528143539285,3.776588048039357,3.313558095789321,3.730894998999887
17,100320514940002407,2.850528143539285,3.776588048039357,3.313558095789321,3.160414668020556
18,100320309550903401,2.850528143539285,3.776588048039357,3.313558095789321,3.039196732049053
19,100320309550903402,2.850528143539285,3.776588048039357,3.313558095789321,3.734555666062064
20,100320309550903403,2.850528143539285,3.776588048039357,3.313558095789321,3.50969237719038
21,100320514940002409,2.850528143539285,3.776588048039357,3.313558095789321,2.9206245513103606
22,100320309550903405,2.850528143539285,3.776588048039357,3.313558095789321,3.6416553583202402
23,100320309550903407,2.850528143539285,3.776588048039357,3.313558095789321,3.001345327321348
24,100320514940002418,2.850528143539285,3.776588048039357,3.313558095789321,3.254664726590379
25,100320309550903411,2.850528143539285,3.776588048039357,3.313558095789321,3.666375994980149
26,100320514940002420,2.850528143539285,3.776588048039357,3.313558095789321,3.26341538739257
27,100320309550903413,2.850528143539285,3.776588048039357,3.313558095789321,3.708691457890882
28,100320514940002421,2.850528143539285,3.776588048039357,3.313558095789321,2.9172156350760927
29,100320309550903421,2.850528143539285,3.776588048039357,3.313558095789321,3.459924202550968
30,100320309550903422,2.850528143539285,3.776588048039357,3.313558095789321,3.256487325464768
31,100320309550903424,2.850528143539285,3.776588048039357,3.313558095789321,3.6509569076924495
32,100320309550903425,2.850528143539285,3.776588048039357,3.313558095789321,3.136136788750628
33,100320309550903426,2.850528143539285,3.776588048039357,3.313558095789321,3.0193091810463386
34,100320420590010501,2.850528143539285,3.776588048039357,3.313558095789321,3.4724040390615016
35,100320420590010503,2.850528143539285,3.776588048039357,3.313558095789321,3.428220712453232
36,100320420590010504,2.850528143539285,3.776588048039357,3.313558095789321,3.4445529149043237
37,100320207292559501,2.850528143539285,3.776588048039357,3.313558095789321,3.1433478677282762
38,100320207292559502,2.850528143539285,3.776588048039357,3.313558095789321,3.745499189779758
39,100320207292559503,2.850528143539285,3.776588048039357,3.313558095789321,3.224288016001364
40,100320308210016401,2.850528143539285,3.776588048039357,3.313558095789321,3.2614728762092198
41,100320420590010514,2.850528143539285,3.776588048039357,3.313558095789321,3.5522396569658827
42,100320308210016403,2.850528143539285,3.776588048039357,3.313558095789321,3.0821723190602333
43,100320308210016404,2.850528143539285,3.776588048039357,3.313558095789321,3.6065902986411147
44,100320308210016405,2.850528143539285,3.776588048039357,3.313558095789321,3.4221810962422285
45,100320308210016406,2.850528143539285,3.776588048039357,3.313558095789321,3.1265553089014606
46,100320308210016407,2.850528143539285,3.776588048039357,3.313558095789321,2.890313034699976
47,100320308210020501,2.850528143539285,3.776588048039357,3.313558095789321,3.5960908750748435
48,100320308210020505,2.850528143539285,3.776588048039357,3.313558095789321,3.118735166600798
49,100320308210024602,2.850528143539285,3.776588048039357,3.313558095789321,3.4177219624926134
50,100320420590010515,2.850528143539285,3.776588048039357,3.313558095789321,3.138834521218083
51,100320722340200601,2.850528143539285,3.776588048039357,3.313558095789321,3.7021396502471866
52,100320308210024605,2.850528143539285,3.776588048039357,3.313558095789321,3.2276326972608436
53,100320308210016415,2.850528143539285,3.776588048039357,3.313558095789321,3.1552525591872214
54,100320308210024608,2.850528143539285,3.776588048039357,3.313558095789321,2.9343519017060418
55,100320514940002501,2.850528143539285,3.776588048039357,3.313558095789321,2.94705139470976
56,100320514940002502,2.850528143539285,3.776588048039357,3.313558095789321,3.4632473411350877
57,100320514940002503,2.850528143539285,3.776588048039357,3.313558095789321,3.571857551482752
58,100320514940002506,2.850528143539285,3.776588048039357,3.313558095789321,3.193038915176654
59,100320514940002507,2.850528143539285,3.776588048039357,3.313558095789321,3.550375787940042
60,100320514940002508,2.850528143539285,3.776588048039357,3.313558095789321,3.5726903837428243
61,100320514940002509,2.850528143539285,3.776588048039357,3.313558095789321,3.6685359327933003
62,100320514940002510,2.850528143539285,3.776588048039357,3.313558095789321,3.769280934332654
63,100320514940002511,2.850528143539285,3.776588048039357,3.313558095789321,3.0991122782263023
64,100320127940022503,2.850528143539285,3.776588048039357,3.313558095789321,3.258924764330871
65,100320127940022504,2.850528143539285,3.776588048039357,3.313558095789321,2.9086530428687642
66,100320514942505201,2.850528143539285,3.776588048039357,3.313558095789321,3.713273229729225
67,100320308210016505,2.850528143539285,3.776588048039357,3.313558095789321,2.9158865336545627
68,100320308212592923,2.850528143539285,3.776588048039357,3.313558095789321,3.6495193273381004
69,100320626800009502,2.850528143539285,3.776588048039357,3.313558095789321,3.2901682414035016
70,100320927732502814,2.850528143539285,3.776588048039357,3.313558095789321,2.9273163985477093
71,100320927732502815,2.850528143539285,3.776588048039357,3.313558095789321,3.624436320467586
72,100320308210012528,2.850528143539285,3.776588048039357,3.313558095789321,3.0115536157170784
73,100320927732502901,2.850528143539285,3.776588048039357,3.313558095789321,3.2237675121846285
74,100320927732502903,2.850528143539285,3.776588048039357,3.313558095789321,3.2958687653324352
75,100320927732502905,2.850528143539285,3.776588048039357,3.313558095789321,3.4832036261398045
76,100320514942550401,2.850528143539285,3.776588048039357,3.313558095789321,3.4287889864484926
77,100320514942550402,2.850528143539285,3.776588048039357,3.313558095789321,3.5665520723453557
78,100320514940002704,2.850528143539285,3.776588048039357,3.313558095789321,3.2757809557044233
79,100320514940002705,2.850528143539285,3.776588048039357,3.313558095789321,3.5741718182595523
80,100320309712593304,2.850528143539285,3.776588048039357,3.313558095789321,3.140703934228237
81,100320309712593308,2.850528143539285,3.776588048039357,3.313558095789321,3.525997107335821
82,100320207290270125,2.850528143539285,3.776588048039357,3.313558095789321,3.699152283714025
83,100320207290270126,2.850528143539285,3.776588048039357,3.313558095789321,2.978470829869332
84,100320207290270127,2.850528143539285,3.776588048039357,3.313558095789321,3.748701385755906
85,100320207290270128,2.850528143539285,3.776588048039357,3.313558095789321,2.9410766092085736
86,100320308210012606,2.850528143539285,3.776588048039357,3.313558095789321,2.865496295906947
87,100320308210016704,2.850528143539285,3.776588048039357,3.313558095789321,3.6141321130659296
88,100320308210016706,2.850528143539285,3.776588048039357,3.313558095789321,3.4290676016761323
89,100320308210016707,2.850528143539285,3.776588048039357,3.313558095789321,3.5044575184298754
90,100320626800005601,2.850528143539285,3.776588048039357,3.313558095789321,2.855030563120821
91,100320626800005602,2.850528143539285,3.776588048039357,3.313558095789321,3.6474155655125715
