RECI,idloc,id_rec,dep,"nomdep",PROV,"nomprov",sec,"nombremunicipio","AsientoElectoral",dist,"nomdist",zona,"nomzona",CIRCUNDIST,"nombrerecinto",Habilitados,Inhabilitados,Depurados,"NombreReci","NombreMuni","AsientoEle",latitud,longitud,density,CANTIDAD DE MESAS,x,y
25518,4109,1003203410925518,3,"Cochabamba",9,"Quillacollo",4,"Vinto","Llave Grande",0,"SIN DISTRITO",0,"SIN ZONA",27,"U.E. La Llave",359,0,2,"U.E. La Llave","Vinto","Llave Grande",-17.3443,-66.3852,166.01066777518113,2,1513.84,1961.8916599827005
4042,2386,1003207238604042,7,"Santa Cruz",7,"Cordillera",5,"Gutiérrez","San Miguel de Kuruguaka",0,"SIN DISTRITO",1,"KURUGUAKA",56,"Esc. Kuruguakua",149,1,7,"Esc. Kuruguakua","Gutiérrez","San Miguel de Kuruguaka",-19.388914,-63.395339,3.381031642904725,1,2482.97,805.0882756891918
2696,479,1003202047902696,2,"La Paz",11,"Sud Yungas",3,"Yanacachi","Villa Aspiazu",0,"SIN DISTRITO",0,"SIN ZONA",17,"Agencia Cantonal",230,0,25,"Agencia Cantonal","Yanacachi","Villa Aspiazu",-16.40772,-67.67539,19.194904484095034,1,1726.05,2603.263431038387
2,2211,1003204221100002,4,"Oruro",14,"Sebastián Pagador",1,"Santiago de Huari","Santiago de Huari",0,"SIN DISTRITO",0,"SIN ZONA",31,"Col. Mixto Gualberto Villarroel",1734,4,194,"Col. Mixto Gualberto Villarroel","Santiago de Huari","Santiago de Huari",-19.008723,-66.77528,23.638102900029708,8,1355.96,865.0765877590369
222,1648,1003205164800222,5,"Potosí",6,"Nor Chichas",2,"Vitiche","Yawisla",0,"SIN DISTRITO",0,"SIN ZONA",36,"U.E. Juan Pellegrini",663,4,88,"U.E. Juan Pellegrini","Vitiche","Yawisla",-20.240621,-65.381848,8.78219939148923,4,1843.58,694.5326366541051
1,3241,1003201324100001,1,"Chuquisaca",4,"Tomina",5,"El Villar","El Dorado",0,"SIN DISTRITO",0,"SIN ZONA",4,"Unidad Educativa El Dorado",305,2,12,"Unidad Educativa El Dorado","El Villar","El Dorado",-19.79042,-64.3289,2.6136235607566145,2,2212.47,776.746937719972
2265,514,1003202051402265,2,"La Paz",12,"Los Andes",1,"Pucarani","Villa Pabon de Chiarpata",0,"SIN DISTRITO",0,"SIN ZONA",14,"Colegio Chiarpata",523,0,92,"Colegio Chiarpata","Pucarani","Villa Pabon de Chiarpata",-16.35778,-68.52587,52.776052277718584,3,512.378,2330.094479596117
108,2794,1003201279400108,1,"Chuquisaca",1,"Oropeza",1,"Sucre","Sucre",1,"DISTRITO 1",2,"ZONA 2",1,"Col. Mariano Serrano",3960,12,245,"Col. Mariano Serrano","Sucre","Sucre",-19.04412,-65.25015,1208.5539374662421,18,1975.11,935.0347050181047
434,1835,1003205183500434,5,"Potosí",14,"Daniel Campos",2,"Tahua","Alianza",0,"SIN DISTRITO",0,"SIN ZONA",36,"U.E. Bernabe Ledezma",65,0,6,"U.E. Bernabe Ledezma","Tahua","Alianza",-19.825267,-67.720654,1.4129568563442318,1,1136.27,801.2641665308536
25824,354,1003202035425824,2,"La Paz",8,"Ingavi",1,"Viacha","Gral.José Ballivian",0,"SIN DISTRITO",0,"SIN ZONA",19,"U.E. José Ballivian de Hichuraya",368,1,62,"U.E. José Ballivian de Hichuraya","Viacha","Gral.José Ballivian",-16.803913,-68.231362,26.559786589979453,2,833.122,1187.970325569072
659,478,1003202047800659,2,"La Paz",11,"Sud Yungas",3,"Yanacachi","La Chojlla",0,"SIN DISTRITO",0,"SIN ZONA",17,"Esc. Eduardo Avaroa",690,0,57,"Esc. Eduardo Avaroa","Yanacachi","La Chojlla",-16.40746,-67.77512,10.531666364807505,4,1729.74,2640.7660118393333
25445,4227,1003207422725445,7,"Santa Cruz",5,"Chiquitos",2,"Pailón","Puerto Ibáñez",0,"SIN DISTRITO",0,"SIN ZONA",54,"U.E. Ing. Jorge Mauricio Rojas P.",346,0,3,"U.E. Ing. Jorge Mauricio Rojas P.","Pailón","Puerto Ibáñez",-17.663106,-62.768756,89.20095811615843,2,3184.06,1990.5720577335821
2270,524,1003202052402270,2,"La Paz",12,"Los Andes",2,"Laja","Villa S. Juan de Satatotora",0,"SIN DISTRITO",0,"SIN ZONA",14,"Mercado San Juan",542,1,85,"Mercado San Juan","Laja","Villa S. Juan de Satatotora",-16.69142,-68.46218,13.741479844036093,3,528.493,1550.9572650405303
8,1997,1003206199700008,6,"Tarija",5,"Méndez",1,"San Lorenzo","Rancho Norte",0,"SIN DISTRITO",0,"SIN ZONA",40,"U.E. Serapio Martinez",1302,5,58,"U.E. Serapio Martinez","San Lorenzo","Rancho Norte",-21.44493,-64.74917,340.2790317754461,6,2062.83,641.9240286424446
1202,729,1003202072901202,2,"La Paz",1,"Murillo",1,"Nuestra Señora de La Paz","Nuestra Señora de La Paz",12,"DISTRITO 12",1202,"ACHUMANI ALTO",7,"Escuela Alto Achumani",8359,28,253,"Escuela Alto Achumani","Nuestra Señora de La Paz","Nuestra Señora de La Paz",-16.51433,-68.05845,1916.7458308389807,37,1658.66,2468.5052748372377
4,1992,1003206199200004,6,"Tarija",5,"Méndez",1,"San Lorenzo","Lajas Merced",0,"SIN DISTRITO",0,"SIN ZONA",40,"U.E. Nestor Paz Zamora",829,11,27,"U.E. Nestor Paz Zamora","San Lorenzo","Lajas Merced",-21.38968,-64.75089,88.01755773892275,4,2033.46,651.1573321917973
1,3290,1003206329000001,6,"Tarija",5,"Méndez",1,"San Lorenzo","Bordo El Mollar",0,"SIN DISTRITO",0,"SIN ZONA",40,"U.E. Bordo El Mollar",713,1,22,"U.E. Bordo El Mollar","San Lorenzo","Bordo El Mollar",-21.42673,-64.76112,198.95047557189216,3,1960.77,635.5584677754141
2,2130,1003204213000002,4,"Oruro",6,"Poopó",2,"Pazña","Pazña",0,"SIN DISTRITO",0,"SIN ZONA",31,"Col. Oscar Unzaga De La Vega",996,3,117,"Col. Oscar Unzaga De La Vega","Pazña","Pazña",-18.59495,-66.9222,9.418267675174906,5,1309.66,905.0172779999477
2847,585,1003202058502847,2,"La Paz",13,"Aroma",5,"Patacamaya","Patacamaya",0,"SIN DISTRITO",0,"SIN ZONA",18,"Esc. Roberto Pabon",7291,25,523,"Esc. Roberto Pabon","Patacamaya","Patacamaya",-17.24177,-67.91753,70.4594157173282,33,1070,1218.313979086782
1227,1047,1003203104701227,3,"Cochabamba",12,"Carrasco",4,"Chimoré","Puerto Aurora",0,"SIN DISTRITO",0,"SIN ZONA",24,"Nucleo Escolar Puerto Aurora",580,1,34,"Nucleo Escolar Puerto Aurora","Chimoré","Puerto Aurora",-16.848,-65.1863,7.873013180577301,3,2186.21,2479.2604800000927
165,1594,1003205159400165,5,"Potosí",4,"Chayanta",3,"Pocoata","Campaya",0,"SIN DISTRITO",0,"SIN ZONA",39,"U. E. Tomas Katari",1145,4,119,"U. E. Tomas Katari","Pocoata","Campaya",-18.758568,-66.30919,11.969996896720927,6,1516.59,920.271374240153
1,1276,1003201127600001,1,"Chuquisaca",2,"Azurduy",2,"Tarvita","Molleni",0,"SIN DISTRITO",0,"SIN ZONA",4,"Escuela 12 de Octubre",699,9,80,"Escuela 12 de Octubre","Tarvita","Molleni",-19.78101,-64.46204,5.1848068164532055,4,2180.38,776.6426762679755
6,2038,1003206203800006,6,"Tarija",6,"O' Connor",1,"Entre Ríos","Narvaez",0,"SIN DISTRITO",0,"SIN ZONA",42,"U.E. Cnl. Eustaquio Mendez",395,0,39,"U.E. Cnl. Eustaquio Mendez","Entre Ríos","Narvaez",-21.40812,-64.27944,5.760227758843676,2,2333.64,598.0093329920029
1030,3062,1003207306201030,7,"Santa Cruz",1,"Andrés Ibáñez",5,"El Torno","Parabanocito",0,"SIN DISTRITO",1,"Parabanocito",56,"Seccional Parabanocito",135,1,11,"Seccional Parabanocito","El Torno","Parabanocito",-18.22056,-63.46001,8.949114918619115,1,2260.58,925.1866049359853
1049,3349,1003203334901049,3,"Cochabamba",10,"Chapare",3,"Villa Tunari","Paracti (Villa Tunari)",0,"SIN DISTRITO",0,"SIN ZONA",24,"Unidad Educativa Paracti (Villa Tunari)",507,1,11,"Unidad Educativa Paracti (Villa Tunari)","Villa Tunari","Paracti (Villa Tunari)",-17.207903,-65.825552,9.586717729587647,3,2151.66,2435.329049711574
1305,820,1003202082001305,2,"La Paz",1,"Murillo",5,"El Alto","El Alto",13,"DISTRITO 13",1305,"6 DE JUNIO",12,"Colegio 6 de Junio",5566,29,222,"Colegio 6 de Junio","El Alto","El Alto",-16.55554,-68.20706,3368.908278142629,25,740.321,1594.2466979994658
1,3456,1003202345600001,2,"La Paz",7,"Franz Tamayo",1,"Apolo","Torewa I (Pueblo Antiguo)",1,"SIN DISTRITO",1,"SIN ZONA",1,"Unidad Educativa Indigena Torewa",36,0,2,"Unidad Educativa Indigena Torewa","Apolo","Torewa I (Pueblo Antiguo)",-14.71774,-67.60982,2.553972246216186,1,1435.84,2998.209060000049
11048,2234,1003207223411048,7,"Santa Cruz",1,"Andrés Ibáñez",1,"Santa Cruz de La Sierra","Santa Cruz de la Sierra",2,"DISTRITO 2",5,"UV-5",45,"Col. Club De Leones",1980,11,141,"Col. Club De Leones","Santa Cruz de La Sierra","Santa Cruz de la Sierra",-17.790739,-63.168952,3765.613375401125,9,2587.49,1742.9462916346408
2705,433,1003202043302705,2,"La Paz",10,"Inquisivi",4,"Colquiri","Colquiri",0,"SIN DISTRITO",0,"SIN ZONA",17,"Ladislao Cabrera",3247,7,163,"Ladislao Cabrera","Colquiri","Colquiri",-17.38916,-67.123528,32.988778633612085,15,1361.8,1631.996887997996
7,1929,1003206192900007,6,"Tarija",4,"Avilés",1,"Uriondo (Concepción)","Laderas Centro",0,"SIN DISTRITO",0,"SIN ZONA",42,"U.E. Virgen De Laderas",184,1,13,"U.E. Virgen De Laderas","Uriondo (Concepción)","Laderas Centro",-21.6606,-64.55874,20.113036406732665,1,2265.87,498.5795013192473
342,1753,1003205175300342,5,"Potosí",11,"José María Linares",1,"Puna (Villa Talavera)","Otavi",0,"SIN DISTRITO",0,"SIN ZONA",35,"U.E. Otavi Simon Bolivar",746,1,99,"U.E. Otavi Simon Bolivar","Puna (Villa Talavera)","Otavi",-20.050288,-65.333824,9.1055799614257,4,1888.19,714.7472074622669
70,1513,1003205151300070,5,"Potosí",1,"Tomás Frías",3,"Yocalla","Santa Lucia",0,"SIN DISTRITO",1,"SANTA LUCIA",34,"Esc. Santa Lucia",234,0,52,"Esc. Santa Lucia","Yocalla","Santa Lucia",-19.550535,-65.847104,171.44378574673522,2,1493.88,803.8520934657741
154,2805,1003204280500154,4,"Oruro",1,"Cercado",4,"Paria (Soracachi)","Cachi Cachi",0,"SIN DISTRITO",247,"Cachi Cachi",31,"Esc. Cachi Cachi",330,0,25,"Esc. Cachi Cachi","Paria (Soracachi)","Cachi Cachi",-17.928062,-66.899878,11.283284575725158,2,1382.51,1112.3677835228066
3,2243,1003207224300003,7,"Santa Cruz",1,"Andrés Ibáñez",1,"Santa Cruz de La Sierra","Palmar del Oratorio",0,"SIN DISTRITO",1,"PALMAR DEL ORATORIO",49,"Esc. Solidaridad 55",6360,29,171,"Esc. Solidaridad 55","Santa Cruz de La Sierra","Palmar del Oratorio",-17.88467,-63.09384,1112.0948495654006,28,2866.17,988.4670044018487
1,1466,1003201146600001,1,"Chuquisaca",10,"Luis Calvo",1,"Villa Vaca Guzmán","La Tapera",0,"SIN DISTRITO",0,"SIN ZONA",4,"Escuela Rufino Salazar",286,1,20,"Escuela Rufino Salazar","Villa Vaca Guzmán","La Tapera",-19.67933,-63.8163,4.02553325923118,2,2346.01,788.5682384700007
6,1921,1003206192100006,6,"Tarija",2,"Arce",2,"Bermejo","Barredero",0,"SIN DISTRITO",0,"SIN ZONA",42,"U.E. Barredero",369,2,18,"U.E. Barredero","Bermejo","Barredero",-22.60689,-64.25467,80.99164238041013,2,2242.31,423.791570194936
5,1927,1003206192700005,6,"Tarija",4,"Avilés",1,"Uriondo (Concepción)","Ancon Chico",0,"SIN DISTRITO",0,"SIN ZONA",42,"U.E. Ancon Chico",415,3,21,"U.E. Ancon Chico","Uriondo (Concepción)","Ancon Chico",-21.672351,-64.654709,75.16098125480599,2,2147.07,452.4318083279854
1,3918,1003207391800001,7,"Santa Cruz",11,"Ñuflo De Chávez",5,"San Antonio de Lomerio","Palmira",1,"SIN DISTRITO",1,"Palmira",53,"Pedro Pablo Peña Garcia",128,0,2,"Pedro Pablo Peña Garcia","San Antonio de Lomerio","Palmira",-16.752924,-61.934605,13.061751300036356,1,3061.14,2373.690981004905
2004,820,1003202082002004,2,"La Paz",1,"Murillo",5,"El Alto","El Alto",20,"DISTRITO 20",2003,"VILLA CALAMA",11,"Unidad Educativa San Juan de Calama",4249,18,202,"Unidad Educativa San Juan de Calama","El Alto","El Alto",-16.52204,-68.19692,4613.494929972405,19,791.562,1974.0408068772635
1,3377,1003202337700001,2,"La Paz",4,"Camacho",2,"Mocomoco","Cajcachi",0,"SIN DISTRITO",0,"SIN ZONA",14,"Unidad Educativa Cajcachi",175,0,22,"Unidad Educativa Cajcachi","Mocomoco","Cajcachi",-15.59127,-69.0796,25.095191279975733,1,651.916,2671.3839831982295
29,1494,1003205149400029,5,"Potosí",1,"Tomás Frías",1,"Potosí","Potosí",10,"DISTRITO 10",29,"CIUDAD SATELITE",34,"Fe y Alegría y San Clemente",5174,20,197,"Fe y Alegría y San Clemente","Potosí","Potosí",-19.57224,-65.76543,860.6759681206477,23,1623,804.4194032309649
25934,4251,1003209425125934,9,"Pando",3,"Madre de Dios",2,"San Lorenzo","El Retorno",0,"SIN DISTRITO",0,"SIN ZONA",7,"U.E. Simón Bolivar",84,0,0,"U.E. Simón Bolivar","San Lorenzo","El Retorno",-11.634572,-66.844127,3.804421697339832,1,1592.36,3190.1490238643346
20010,2478,1003207247820010,7,"Santa Cruz",11,"Ñuflo De Chávez",4,"San Julian","San Julian",0,"SIN DISTRITO",1,"SAN JULIAN",53,"Esc. Col  Ciro Mealla",9193,40,563,"Esc. Col  Ciro Mealla","San Julian","San Julian",-16.907358,-62.61414,107.14326473017425,41,2938.62,2486.2649280587984
8023,2234,1003207223408023,7,"Santa Cruz",1,"Andrés Ibáñez",1,"Santa Cruz de La Sierra","Santa Cruz de la Sierra",6,"DISTRITO 6",250,"UV-250",49,"Col. Castilla La Mancha",10898,79,456,"Col. Castilla La Mancha","Santa Cruz de La Sierra","Santa Cruz de la Sierra",-17.85068,-63.06415,1173.7873103098316,48,3098.08,1307.6500307896858
25959,4273,1003209427325959,9,"Pando",2,"Manuripi",1,"Puerto Rico","Abaroa Km. 10",0,"SIN DISTRITO",0,"SIN ZONA",63,"U. E. Carmelo Mojica",72,0,0,"U. E. Carmelo Mojica","Puerto Rico","Abaroa Km. 10",-11.150491,-67.469654,5.766411491742601,1,1431.61,3237.5965239771176
1102,820,1003202082001102,2,"La Paz",1,"Murillo",5,"El Alto","El Alto",11,"DISTRITO 11",1102,"SANTA ROSA",11,"Col. Rotary Chuquiago Marca",9735,37,557,"Col. Rotary Chuquiago Marca","El Alto","El Alto",-16.53573,-68.16711,4704.559534939401,43,1004.86,1737.8068283666194
11075,2234,1003207223411075,7,"Santa Cruz",1,"Andrés Ibáñez",1,"Santa Cruz de La Sierra","Santa Cruz de la Sierra",7,"DISTRITO 7",180,"UV-180",50,"Pedro Diez",664,3,3,"Pedro Diez","Santa Cruz de La Sierra","Santa Cruz de la Sierra",-17.85394,-63.18398,2712.5410726923456,3,2484.96,1107.6162440768594
23004,2412,1003207241223004,7,"Santa Cruz",8,"Vallegrande",1,"Vallegrande","Santa Rosita",0,"SIN DISTRITO",1,"SANTA ROSITA",56,"Esc. Santa Rosita",159,0,18,"Esc. Santa Rosita","Vallegrande","Santa Rosita",-18.52326,-64.08921,52.351784012415635,1,2136.53,1024.9836472222137
1,2974,1003201297400001,1,"Chuquisaca",7,"Nor Cinti",3,"Incahuasi","Jolencia",0,"SIN DISTRITO",0,"SIN ZONA",5,"Escuela Jolencia",460,3,39,"Escuela Jolencia","Incahuasi","Jolencia",-20.71497,-64.86333,38.294933003083315,3,2020.19,681.895220057864
25606,2767,1003202276725606,2,"La Paz",8,"Ingavi",1,"Viacha","Tilata",0,"SIN DISTRITO",0,"SIN ZONA",19,"U.E. República de Japón",1313,4,0,"U.E. República de Japón","Viacha","Tilata",-16.59043,-68.244364,1460.092405457593,6,605.623,1437.8006149346354
1,2625,1003208262500001,8,"Beni",6,"Marbán",1,"Loreto","San Antonio de Loras",0,"SIN DISTRITO",0,"SIN ZONA",59,"Esc. San Antonio",64,1,5,"Esc. San Antonio","Loreto","San Antonio de Loras",-15.1992,-64.99944,0.762435028497342,1,2153.43,2782.086880000226
1,3839,1003202383900001,2,"La Paz",13,"Aroma",2,"Umala","Kellhuiri",1,"SIN DISTRITO",1,"SIN ZONA",18,"U.E. Kellhuiri",205,0,19,"U.E. Kellhuiri","Umala","Kellhuiri",-17.32532,-68.15555,6.988398875473868,1,914.709,1147.3049373999622
25480,729,1003202072925480,2,"La Paz",1,"Murillo",1,"Nuestra Señora de La Paz","Nuestra Señora de La Paz",4,"DISTRITO 4",401,"MIRAFLORES",6,"Colegio Dora Schmidt",4158,15,183,"Colegio Dora Schmidt","Nuestra Señora de La Paz","Nuestra Señora de La Paz",-16.503,-68.1224,4542.460324373955,19,1354.8,2329.274519991961
904,729,1003202072900904,2,"La Paz",1,"Murillo",1,"Nuestra Señora de La Paz","Nuestra Señora de La Paz",9,"DISTRITO 9",902,"PAMPAHASI BAJO",7,"Colegio Delia Gambarte",2070,9,93,"Colegio Delia Gambarte","Nuestra Señora de La Paz","Nuestra Señora de La Paz",-16.50602,-68.10197,3713.2126207727924,9,1490.49,2377.6723720462965
42,1151,1003209115100042,9,"Pando",2,"Manuripi",3,"Filadelfia","Curichon",0,"SIN DISTRITO",1,"CENTRAL",63,"U.E. Curichon",147,0,7,"U.E. Curichon","Filadelfia","Curichon",-11.94377,-68.569041,2.6322045532831115,1,1124.61,3137.9975945427936
25470,2234,1003207223425470,7,"Santa Cruz",1,"Andrés Ibáñez",1,"Santa Cruz de La Sierra","Santa Cruz de la Sierra",1,"DISTRITO 1",211,"UV-211",44,"U.E. Santa Cruz de la Sierra",5331,14,106,"U.E. Santa Cruz de la Sierra","Santa Cruz de La Sierra","Santa Cruz de la Sierra",-17.706459,-63.15969,1580.222510299929,24,2585.74,2515.2751887415757
433,1834,1003205183400433,5,"Potosí",14,"Daniel Campos",2,"Tahua","Tahua",0,"SIN DISTRITO",0,"SIN ZONA",36,"U.E. John F. Kennedy",218,0,28,"U.E. John F. Kennedy","Tahua","Tahua",-19.891357,-67.692687,1.845430048629557,1,1146.76,791.0205606503894
25941,4257,1003205425725941,5,"Potosí",5,"Chárcas",1,"San Pedro","Chirocarí",0,"SIN DISTRITO",0,"SIN ZONA",38,"U. E. Chirocarí",145,0,0,"U. E. Chirocarí","San Pedro","Chirocarí",-18.396,-66.1436,5.149252956786298,1,1629.04,993.1353919997074
11018,2253,1003207225311018,7,"Santa Cruz",1,"Andrés Ibáñez",4,"La Guardia","Pedro Lorenzo",0,"SIN DISTRITO",1,"PEDRO LORENZO",55,"Escuela Jose Gil Soruco",1290,5,58,"Escuela Jose Gil Soruco","La Guardia","Pedro Lorenzo",-17.95629,-63.2532,185.46889606273524,6,2358.05,893.4839091215752
11025,2250,1003207225011025,7,"Santa Cruz",1,"Andrés Ibáñez",4,"La Guardia","La Guardia",0,"SIN DISTRITO",1,"LA GUARDIA",55,"Esc. Jose Vicente Soliz Y Ramos",4224,23,192,"Esc. Jose Vicente Soliz Y Ramos","La Guardia","La Guardia",-17.89064,-63.32945,280.163714673785,19,2115.11,1262.9340668233206
1,1348,1003201134800001,1,"Chuquisaca",5,"Hernando Siles",2,"Huacareta","Añimbo",0,"SIN DISTRITO",0,"SIN ZONA",4,"Escuela Rafael Pabon",505,1,24,"Escuela Rafael Pabon","Huacareta","Añimbo",-20.57222,-64.14964,5.909393982627137,3,2282.48,694.7000098960315
1,2546,1003208254600001,8,"Beni",2,"Vaca Diez",1,"Riberalta","Tumichucua",0,"SIN DISTRITO",0,"SIN ZONA",60,"U.E. Zaida Gosalvez Alarcón",337,3,20,"U.E. Zaida Gosalvez Alarcón","Riberalta","Tumichucua",-11.14738,-66.16624,13.424302830328255,2,1737.92,3217.21590464018
1,3688,1003201368800001,1,"Chuquisaca",10,"Luis Calvo",3,"Macharetí","Isipotindi",1,"SIN DISTRITO",1,"SIN ZONA",4,"U.E. Isipotindi",175,0,7,"U.E. Isipotindi","Macharetí","Isipotindi",-20.616093,-63.315314,2.589538195740167,1,2535.4,693.4850631257432
2,2093,1003204209300002,4,"Oruro",2,"Abaroa",2,"Santuario de Quillacas","Soraga",0,"SIN DISTRITO",0,"SIN ZONA",31,"Esc. Soraga",281,1,25,"Esc. Soraga","Santuario de Quillacas","Soraga",-19.37804,-66.81366,5.423289417653302,2,1340.21,824.7871771679053
1,3283,1003205328300001,5,"Potosí",4,"Chayanta",2,"Ravelo","Moko Kotani",0,"SIN DISTRITO",0,"SIN ZONA",39,"Esc. Seccional Moko Kotani",183,2,18,"Esc. Seccional Moko Kotani","Ravelo","Moko Kotani",-18.610548,-65.558473,2.8102408397971157,1,1834.44,1093.6059843190053
11001,2235,1003207223511001,7,"Santa Cruz",1,"Andrés Ibáñez",2,"Cotoca","Cotoca",0,"SIN DISTRITO",1,"COTOCA",47,"Escuela Colegio Lorenzo Cortez Rivera",5374,45,298,"Escuela Colegio Lorenzo Cortez Rivera","Cotoca","Cotoca",-17.750758,-62.995138,440.3244577977529,24,3183.72,1927.5000760459197
25690,971,1003203097125690,3,"Cochabamba",10,"Chapare",1,"Sacaba","Sacaba",3,"SIN DISTRITO",11,"Villa Ulicate",23,"U. E. Roberto Nicoli Parietti",190,0,0,"U. E. Roberto Nicoli Parietti","Sacaba","Sacaba",-17.400205,-66.031528,638.5532079512647,1,2107.72,2034.4466699586662
196,821,1003203082100196,3,"Cochabamba",1,"Cercado",1,"Cochabamba","Cochabamba",3,"DISTRITO 3 - CENTRAL",97,"ZONA 97",21,"(Cárcel) Penitenciaria San Sebastian  Varones",280,6,11,"(Cárcel) Penitenciaria San Sebastian  Varones","Cochabamba","Cochabamba",-17.3979,-66.1599,2785.801927301708,2,1840.41,1877.6596719708975
1113,3016,1003203301601113,3,"Cochabamba",11,"Tapacarí",1,"Tapacarí","Chuñu Chuñuni",0,"SIN DISTRITO",0,"SIN ZONA",27,"Escuela Chuñu Chuñini",467,0,29,"Escuela Chuñu Chuñini","Tapacarí","Chuñu Chuñuni",-17.7008,-66.593,10.748098411976708,2,1358.58,1203.9032000007874
25749,210,1003202021025749,2,"La Paz",4,"Camacho",5,"Escoma","Collasuyo",0,"SIN DISTRITO",0,"SIN ZONA",14,"U.E. Ullachapi",142,0,17,"U.E. Ullachapi","Escoma","Collasuyo",-15.685296,-69.138964,29.084187874084286,1,598.54,2595.221383268393
201,729,1003202072900201,2,"La Paz",1,"Murillo",1,"Nuestra Señora de La Paz","Nuestra Señora de La Paz",2,"DISTRITO 2",201,"LA ZARZUELA",9,"Esc. Abraham Lincoln",3678,7,251,"Esc. Abraham Lincoln","Nuestra Señora de La Paz","Nuestra Señora de La Paz",-16.47846,-68.14679,4699.2214150036625,17,1263.15,2701.920558285441
1,1269,1003201126900001,1,"Chuquisaca",2,"Azurduy",1,"Azurduy","Torrecillas",0,"SIN DISTRITO",0,"SIN ZONA",4,"Escuela Torrecillas",162,0,20,"Escuela Torrecillas","Azurduy","Torrecillas",-19.9672,-64.3971,3.315360363301283,1,2195.11,755.8035639999088
2383,118,1003202011802383,2,"La Paz",2,"Omasuyos",1,"Achacachi","Suñasivi",0,"SIN DISTRITO",0,"SIN ZONA",15,"Colegio Suñasivi",663,5,104,"Colegio Suñasivi","Achacachi","Suñasivi",-15.98684,-68.64019,72.66142553043048,4,751.75,2732.029866478187
170,1598,1003205159800170,5,"Potosí",4,"Chayanta",4,"Ocurí","Maragua",0,"SIN DISTRITO",0,"SIN ZONA",39,"Esc. Maragua",711,5,89,"Esc. Maragua","Ocurí","Maragua",-18.956227,-65.779595,7.554368669767138,4,1639.61,940.4601699284965
111,2680,1003206268000111,6,"Tarija",1,"Cercado",1,"Tarija","Tarija",2,"DISTRITO 2",57,"Los Chapacos",40,"U.E. Tarija",4314,13,78,"U.E. Tarija","Tarija","Tarija",-21.510988,-64.741819,887.6271161492206,19,1998.61,588.9706087906671
3008,2330,1003207233003008,7,"Santa Cruz",5,"Chiquitos",2,"Pailón","Cañada Larga",0,"SIN DISTRITO",1,"CANADA LARGA",54,"Esc. Seccional Cañada Larga",468,1,12,"Esc. Seccional Cañada Larga","Pailón","Cañada Larga",-17.641934,-62.491463,11.75314421163243,2,3203.38,1917.0538502745153
25813,672,1003202067225813,2,"La Paz",18,"Gualberto Villarroel",1,"San Pedro de Curahuara","Janko Marca",0,"SIN DISTRITO",0,"SIN ZONA",18,"U.E. Janko Marca",379,1,37,"U.E. Janko Marca","San Pedro de Curahuara","Janko Marca",-17.668642,-67.871259,9.250904087624706,2,1002.06,1138.5304582221258
25457,2451,1003207245125457,7,"Santa Cruz",10,"Obispo Santistéban",3,"Mineros","Mineros",0,"SIN DISTRITO",1,"MINERO",52,"U.E. Alice Alvarez De Aredondo I",1209,6,4,"U.E. Alice Alvarez De Aredondo I","Mineros","Mineros",-17.118638,-63.230644,98.17006294856725,6,2545.91,2639.5426994045993
1,3481,1003203348100001,3,"Cochabamba",12,"Carrasco",4,"Chimoré","Santa Isabel",1,"SIN DISTRITO",1,"SIN ZONA",2,"Unidad Educativa Santa Isabel",57,3,2,"Unidad Educativa Santa Isabel","Chimoré","Santa Isabel",-16.5037,-64.7296,0.42292589111043905,1,2225.75,2556.8600999999035
1004,2234,1003207223401004,7,"Santa Cruz",1,"Andrés Ibáñez",1,"Santa Cruz de La Sierra","Santa Cruz de la Sierra",1,"DISTRITO 1",35,"UV-35",44,"Col. Mirette Sciaroni",2582,15,149,"Col. Mirette Sciaroni","Santa Cruz de La Sierra","Santa Cruz de la Sierra",-17.76269,-63.18918,2981.7403491484547,12,2415.88,2115.8925518840438
25951,4265,1003209426525951,9,"Pando",4,"Abuná",2,"Ingavi","Mapiri",0,"SIN DISTRITO",0,"SIN ZONA",63,"U. E. San Antonio",137,4,0,"U. E. San Antonio","Ingavi","Mapiri",-10.575023,-66.812929,1.1353483866913447,1,1586.31,3295.7168119997978
414,1815,1003205181500414,5,"Potosí",13,"General Bernardino Bilbao",1,"Arampampa","Pararani",0,"SIN DISTRITO",0,"SIN ZONA",38,"Esc. Pararani",63,1,7,"Esc. Pararani","Arampampa","Pararani",-17.923417,-66.106243,5.490065961001852,1,1672.82,1037.5062760970309
8024,2234,1003207223408024,7,"Santa Cruz",1,"Andrés Ibáñez",1,"Santa Cruz de La Sierra","Santa Cruz de la Sierra",6,"DISTRITO 6",164,"UV-164",49,"Col. Luis Barranco Alvarez",6625,57,316,"Col. Luis Barranco Alvarez","Santa Cruz de La Sierra","Santa Cruz de la Sierra",-17.84258,-63.12068,2621.051065944414,30,2850.05,1175.678830877794
84,2059,1003204205900084,4,"Oruro",1,"Cercado",1,"Oruro","Oruro",3,"DISTRITO 3",210,"KANTUTA-NORTE.-",29,"U.E. Huajara",4741,7,216,"U.E. Huajara","Oruro","Oruro",-17.943086,-67.09353,1122.719105610634,21,1287.02,1291.6039164728427
