RECI,idloc,id_rec,dep,"nomdep",PROV,"nomprov",sec,"nombremunicipio","AsientoElectoral",dist,"nomdist",zona,"nomzona",CIRCUNDIST,"nombrerecinto",Habilitados,Inhabilitados,Depurados,"NombreReci","NombreMuni","AsientoEle",latitud,longitud,density,CANTIDAD DE MESAS,x,y
523,2794,1003201279400523,1,"Chuquisaca",1,"Oropeza",1,"Sucre","Sucre",1,"DISTRITO 1",1,"ZONA 1",1,"Coliseo Jorge Revilla Aldana",1378,3,71,"Coliseo Jorge Revilla Aldana","Sucre","Sucre",-19.03738,-65.25701,1238.6939379760558,6,1962.81,978.0544016712217
25722,4213,1003201421325722,1,"Chuquisaca",10,"Luis Calvo",2,"Huacaya","Camatindi",0,"SIN DISTRITO",0,"SIN ZONA",4,"U.E. Camatindi",102,1,0,"U.E. Camatindi","Huacaya","Camatindi",-20.463073,-63.484521,16.49444694567377,1,2482.17,702.8834997245455
15,1494,1003205149400015,5,"Potosí",1,"Tomás Frías",1,"Potosí","Potosí",3,"DISTRITO 3",5,"CONCEPCION",33,"Esc. Benicio Montero Mallo",2065,10,170,"Esc. Benicio Montero Mallo","Potosí","Potosí",-19.591118,-65.747482,864.3052093221664,10,1742.99,749.6492089457593
575,3207,1003205320700575,5,"Potosí",1,"Tomás Frías",2,"Tinguipaya","Vilapampa",0,"SIN DISTRITO",1,"VILAPAMPA",34,"U.E. Vilapampa",310,4,24,"U.E. Vilapampa","Tinguipaya","Vilapampa",-19.027224,-65.909728,7.302775860557679,2,1600.71,918.9353641851703
1,1357,1003201135700001,1,"Chuquisaca",6,"Yamparáez",1,"Tarabuco","Morado Ckasa",4,"TARABUCO - MORADO CKASA",327,"TARABUCO - MORADO CKASA",3,"U. Edu. Jaime Villa Zamora",352,2,55,"U. Edu. Jaime Villa Zamora","Tarabuco","Morado Ckasa",-19.05788,-64.91453,10.355011313969305,2,2110.64,934.8970447312219
1201,1024,1003203102401201,3,"Cochabamba",12,"Carrasco",1,"Totora","Totora",0,"SIN DISTRITO",0,"SIN ZONA",25,"U.E. La Paz",3238,10,305,"U.E. La Paz","Totora","Totora",-17.7325,-65.1895,23.679429617146436,15,2072.3,1584.2259999980663
2605,729,1003202072902605,2,"La Paz",1,"Murillo",1,"Nuestra Señora de La Paz","Nuestra Señora de La Paz",26,"DISTRITO 26",2602,"BAJO MARISCAL SANTA CRUZ",9,"Colegio Italia",1408,3,72,"Colegio Italia","Nuestra Señora de La Paz","Nuestra Señora de La Paz",-16.493988,-68.161267,5195.2131036425835,7,1068.86,2410.7871786625437
19,2052,1003206205200019,6,"Tarija",6,"O' Connor",1,"Entre Ríos","Lagunitas",0,"SIN DISTRITO",0,"SIN ZONA",42,"U.E. Lagunitas",130,0,4,"U.E. Lagunitas","Entre Ríos","Lagunitas",-21.41483,-63.89547,2.080453937024772,1,2396.06,593.0534125879196
2,2132,1003204213200002,4,"Oruro",6,"Poopó",2,"Pazña","Peñas",0,"SIN DISTRITO",0,"SIN ZONA",31,"Esc. Mariscal Sucre",842,3,102,"Esc. Mariscal Sucre","Pazña","Peñas",-18.69305,-66.75761,6.094214832130421,4,1368.44,899.7773681598903
422,1823,1003205182300422,5,"Potosí",13,"General Bernardino Bilbao",2,"Acasio","Taconi Yambata",0,"SIN DISTRITO",0,"SIN ZONA",38,"Esc. Taconi Yambata",241,0,27,"Esc. Taconi Yambata","Acasio","Taconi Yambata",-18.034823,-65.955805,6.8111790674938835,2,1768.77,1082.3984132411324
1215,1040,1003203104001215,3,"Cochabamba",12,"Carrasco",2,"Pojo","Yuthupampa",0,"SIN DISTRITO",0,"SIN ZONA",25,"Unidad Educativa Yuthupampa",592,1,42,"Unidad Educativa Yuthupampa","Pojo","Yuthupampa",-17.746,-64.9935,10.491031689474116,3,2084.98,1618.9880999989346
1,3601,1003207360100001,7,"Santa Cruz",12,"Angel Sandoval",1,"San Matías","San Fernando",1,"SIN DISTRITO",1,"San Fernando",54,"Esc. San Fernando",124,2,2,"Esc. San Fernando","San Matías","San Fernando",-17.259623,-58.637667,0.7966714714980057,1,3341.67,1918.5631390457197
3013,851,1003203085103013,3,"Cochabamba",3,"Ayopaya",2,"Morochata","Piusillas",0,"SIN DISTRITO",0,"SIN ZONA",27,"Colegio Rene Barrientos Ortuño -Piusilla",626,2,46,"Colegio Rene Barrientos Ortuño -Piusilla","Morochata","Piusillas",-17.2304,-66.4938,14.805941142194882,3,1579.5,2124.635023996463
2866,603,1003202060302866,2,"La Paz",13,"Aroma",6,"Colquencha","Micaya",0,"SIN DISTRITO",0,"SIN ZONA",18,"Escuela Litoral",215,0,23,"Escuela Litoral","Colquencha","Micaya",-16.95084,-68.22531,28.295526879572783,1,875.081,1169.2148741603667
25837,188,1003202018825837,2,"La Paz",3,"Pacajes",7,"Nazacara de Pacajes","Nazacara",0,"SIN DISTRITO",0,"SIN ZONA",19,"U.E. Nazacara",327,0,43,"U.E. Nazacara","Nazacara de Pacajes","Nazacara",-16.937616,-68.763239,5.1672456657374175,2,536.645,1506.3459805134473
5051,2768,1003202276805051,2,"La Paz",9,"Loayza",5,"Cairoma","Viloco",0,"SIN DISTRITO",0,"SIN ZONA",18,"Unidad Educativa Bolivia-Viloco",789,2,65,"Unidad Educativa Bolivia-Viloco","Cairoma","Viloco",-16.87398,-67.49796,15.18782299890445,4,1463.86,1897.3813626369933
4014,2298,1003207229804014,7,"Santa Cruz",3,"Velasco",2,"San Miguel","San Miguel",0,"SIN DISTRITO",1,"SAN MIGUEL",53,"Esc. Belisario Santisteban",2311,10,82,"Esc. Belisario Santisteban","San Miguel","San Miguel",-16.70072,-60.96719,37.999916241974745,10,3177.94,2230.829801041437
10039,2234,1003207223410039,7,"Santa Cruz",1,"Andrés Ibáñez",1,"Santa Cruz de La Sierra","Santa Cruz de la Sierra",7,"DISTRITO 7",188,"UV-188",50,"Col. Esc. Honorato Mejia",3605,11,126,"Col. Esc. Honorato Mejia","Santa Cruz de La Sierra","Santa Cruz de la Sierra",-17.861447,-63.213668,2099.2455342332864,16,2317.09,1050.2480677616186
410,2794,1003201279400410,1,"Chuquisaca",1,"Oropeza",1,"Sucre","Sucre",10,"DISTRITO 10",19,"ZONA 19",2,"Unid. Educativa Victoria Diez",7359,36,255,"Unid. Educativa Victoria Diez","Sucre","Sucre",-19.00942,-65.30588,790.9197675523908,32,1769.41,994.7500077259053
21,2054,1003206205400021,6,"Tarija",6,"O' Connor",1,"Entre Ríos","Cañadas",0,"SIN DISTRITO",0,"SIN ZONA",42,"U.E. Seccional Cañadas",38,1,1,"U.E. Seccional Cañadas","Entre Ríos","Cañadas",-21.419448,-63.973648,1.9047990227975722,1,2382.07,592.2665349259552
25492,1778,1003205177825492,5,"Potosí",12,"Antonio Quijarro",1,"Uyuni","Uyuni",0,"SIN DISTRITO",0,"SIN ZONA",36,"U.E. Miraflores",765,2,1,"U.E. Miraflores","Uyuni","Uyuni",-20.452609,-66.83061,96.04649712838373,4,1367.77,689.9298068168754
25726,4217,1003201421725726,1,"Chuquisaca",8,"Belisario Boeto",1,"Villa Serrano","Sipotendi",0,"SIN DISTRITO",0,"SIN ZONA",4,"U.E. Eduardo Gutierrez",132,0,0,"U.E. Eduardo Gutierrez","Villa Serrano","Sipotendi",-18.872713,-64.411502,3.726522491946974,1,2131.2,972.1350613625705
2542,628,1003202062802542,2,"La Paz",15,"Abel Iturralde",2,"San Buenaventura","Tumupasa",0,"SIN DISTRITO",0,"SIN ZONA",15,"Col. Tumupasa B",1165,0,42,"Col. Tumupasa B","San Buenaventura","Tumupasa",-14.14472,-67.88744,8.211251526365434,5,1306.3,3031.8824083198524
1,1278,1003201127800001,1,"Chuquisaca",2,"Azurduy",2,"Tarvita","San Pedro",0,"SIN DISTRITO",0,"SIN ZONA",4,"Escuela Luis Evencio Orías",747,2,89,"Escuela Luis Evencio Orías","Tarvita","San Pedro",-19.61855,-64.44648,6.898150981694108,4,2187.6,798.7161812398344
2,3300,1003209330000002,9,"Pando",3,"Madre de Dios",3,"Sena","El Turi (Carretera)",0,"SIN DISTRITO",1,"CENTRAL",63,"U.E.  2 de Agosto",109,0,0,"U.E.  2 de Agosto","Sena","El Turi (Carretera)",-11.45478,-67.05062,1.6424700564969583,1,1534.99,3210.2851763599156
2514,266,1003202026602514,2,"La Paz",6,"Larecaja",2,"Guanay","Guanay",0,"SIN DISTRITO",0,"SIN ZONA",16,"Esc. C. Crespo",2282,12,161,"Esc. C. Crespo","Guanay","Guanay",-15.50123,-67.8819,38.545734540127064,11,1374.09,2957.5759759000052
25327,4012,1003201401225327,1,"Chuquisaca",7,"Nor Cinti",2,"San Lucas","Cruz Mayu",0,"SIN DISTRITO",0,"SIN ZONA",5,"U.E. Cruz Mayu",106,0,1,"U.E. Cruz Mayu","San Lucas","Cruz Mayu",-20.03394,-64.870109,2.6134858305606117,1,2054.61,738.8423552405651
1,3458,1003202345800001,2,"La Paz",8,"Ingavi",2,"Puerto Mayor de Guaqui","Wilacollo",1,"SIN DISTRITO",1,"SIN ZONA",19,"Unidad Educativa Wilacollo",216,0,15,"Unidad Educativa Wilacollo","Puerto Mayor de Guaqui","Wilacollo",-16.59871,-68.91432,14.020050250363644,1,450.456,1927.30675431809
405,729,1003202072900405,2,"La Paz",1,"Murillo",1,"Nuestra Señora de La Paz","Nuestra Señora de La Paz",4,"DISTRITO 4",401,"MIRAFLORES",6,"E.N.S.A.F.",2183,7,195,"E.N.S.A.F.","Nuestra Señora de La Paz","Nuestra Señora de La Paz",-16.50412,-68.11926,4542.460324373955,10,1400.78,2340.151205581655
18012,2315,1003207231518012,7,"Santa Cruz",4,"Ichilo",3,"Yapacaní","Cascabel",0,"SIN DISTRITO",1,"CASCABEL",57,"Esc. U.E. Cascabel",532,4,39,"Esc. U.E. Cascabel","Yapacaní","Cascabel",-17.05944,-64.25111,9.579136254330884,3,2232.77,2379.3329440790767
2008,2234,1003207223402008,7,"Santa Cruz",1,"Andrés Ibáñez",1,"Santa Cruz de La Sierra","Santa Cruz de la Sierra",2,"DISTRITO 2",416,"ET-5",45,"Col. Centro Aprondy",2421,12,160,"Col. Centro Aprondy","Santa Cruz de La Sierra","Santa Cruz de la Sierra",-17.772127,-63.15501,3546.535105049744,11,2675.47,1971.470414972433
1,1444,1003201144400001,1,"Chuquisaca",9,"Sud Cinti",2,"Culpina","El Campamento",0,"SIN DISTRITO",0,"SIN ZONA",5,"Unidad Educativa El Campamento",181,2,10,"Unidad Educativa El Campamento","Culpina","El Campamento",-20.90218,-64.51948,1.7778509418438966,1,2177.62,674.3045333360519
25051,934,1003203093425051,3,"Cochabamba",9,"Quillacollo",1,"Quillacollo","Quillacollo",1,"DISTRITO 1 - NORTE",21,"ZONA BARRIO FABRIL ESMERALDA",28,"Unidad Educativa Martin Cardenas",1942,2,35,"Unidad Educativa Martin Cardenas","Quillacollo","Quillacollo",-17.388,-66.2957,1150.1718060412873,9,1475.9,1736.9094799900101
171,1600,1003205160000171,5,"Potosí",4,"Chayanta",4,"Ocurí","Marcoma",0,"SIN DISTRITO",0,"SIN ZONA",39,"Esc. Seccional Marcoma",351,1,58,"Esc. Seccional Marcoma","Ocurí","Marcoma",-18.951719,-65.641689,7.374385152390212,2,1663.67,949.9298631465849
1802,729,1003202072901802,2,"La Paz",1,"Murillo",1,"Nuestra Señora de La Paz","Nuestra Señora de La Paz",18,"DISTRITO 18",1802,"LLOJETA CENTRAL",8,"Unid. Educ. Jorge Vargas",2784,12,89,"Unid. Educ. Jorge Vargas","Nuestra Señora de La Paz","Nuestra Señora de La Paz",-16.53269,-68.13081,4240.319010550276,12,1177.5,1714.3029316652558
1605,729,1003202072901605,2,"La Paz",1,"Murillo",1,"Nuestra Señora de La Paz","Nuestra Señora de La Paz",16,"DISTRITO 16",1603,"SEGUENCOMA ALTO",7,"Escuela Juan Pablo II",3207,10,194,"Escuela Juan Pablo II","Nuestra Señora de La Paz","Nuestra Señora de La Paz",-16.53394,-68.1031,3433.8923437125304,15,1307.12,1815.0349501850033
1,3379,1003202337900001,2,"La Paz",9,"Loayza",1,"Luribay","Bravo",0,"SIN DISTRITO",0,"SIN ZONA",18,"Esc. Unidad Educativa Bravo",236,1,9,"Esc. Unidad Educativa Bravo","Luribay","Bravo",-16.95887,-67.68433,10.512303873655398,1,1317.6,1586.628807925873
2204,820,1003202082002204,2,"La Paz",1,"Murillo",5,"El Alto","El Alto",22,"DISTRITO 22",2204,"URB. 16 DE FEBRERO",13,"Escuela 16 de Febrero",9106,26,412,"Escuela 16 de Febrero","El Alto","El Alto",-16.50302,-68.22742,3481.6861488611603,40,606.952,2175.597944351235
9051,3115,1003203311509051,3,"Cochabamba",9,"Quillacollo",3,"Tiquipaya","Waripucara",0,"SIN DISTRITO",0,"SIN ZONA",27,"Unidad Educativa Montecillo",286,0,6,"Unidad Educativa Montecillo","Tiquipaya","Waripucara",-16.9731,-66.3439,6.245365287537802,2,1822.03,2617.198908998872
1,3912,1003207391200001,7,"Santa Cruz",15,"Guarayos",3,"El Puente","Lagunilla",1,"SIN DISTRITO",1,"Lagunilla",53,"U.E. El Corralon",125,0,5,"U.E. El Corralon","El Puente","Lagunilla",-16.279411,-63.287104,2.4804460749763098,1,2557.74,2688.7628454256055
2532,311,1003202031102532,2,"La Paz",7,"Franz Tamayo",1,"Apolo","Santa Catalina",0,"SIN DISTRITO",0,"SIN ZONA",15,"U. E. Santa Catalina",477,1,44,"U. E. Santa Catalina","Apolo","Santa Catalina",-14.74016,-68.49142,23.38608668890997,3,1043.54,2958.169276319915
1242,3248,1003203324801242,3,"Cochabamba",12,"Carrasco",4,"Chimoré","La Misión",0,"SIN DISTRITO",0,"SIN ZONA",2,"Escuela La Mision",462,3,8,"Escuela La Mision","Chimoré","La Misión",-16.7141,-65.1484,3.315486670537233,2,2187.5,2520.5899240003446
9047,966,1003203096609047,3,"Cochabamba",9,"Quillacollo",5,"Colcapirhua","Sumunpaya",0,"SIN DISTRITO",0,"SIN ZONA",28,"Colegio Max Fernandez",5937,16,320,"Colegio Max Fernandez","Colcapirhua","Sumunpaya",-17.3958,-66.2313,1916.585922893121,27,1521.89,1602.4675499875439
25805,682,1003202068225805,2,"La Paz",18,"Gualberto Villarroel",2,"Papel Pampa","Rivera Alta",0,"SIN DISTRITO",0,"SIN ZONA",18,"U.E. Rivera Alta",305,2,13,"U.E. Rivera Alta","Papel Pampa","Rivera Alta",-17.591739,-67.663528,2.7198515080193215,2,1083.05,1202.2213601531637
3010,2234,1003207223403010,7,"Santa Cruz",1,"Andrés Ibáñez",1,"Santa Cruz de La Sierra","Santa Cruz de la Sierra",2,"DISTRITO 2",46,"UV-46",45,"Col. El Pajonal",2109,7,107,"Col. El Pajonal","Santa Cruz de La Sierra","Santa Cruz de la Sierra",-17.81264,-63.16722,3767.42491806838,10,2598.41,1468.0779087996862
25933,971,1003203097125933,3,"Cochabamba",10,"Chapare",1,"Sacaba","Sacaba",6,"DISTRITO 6 - EL ABRA",12,"El Abra Urbanización Cooperativa Villa Esmeralda",23,"U.E. República del Ecuador",2344,8,1,"U.E. República del Ecuador","Sacaba","Sacaba",-17.413412,-66.09482,1781.3027548867435,10,2012.51,1744.5282554739363
1,1493,1003201149300001,1,"Chuquisaca",10,"Luis Calvo",3,"Macharetí","Tiguipa Pueblo",0,"SIN DISTRITO",0,"SIN ZONA",4,"Escuela Tiguipa Pueblo",175,0,9,"Escuela Tiguipa Pueblo","Macharetí","Tiguipa Pueblo",-20.91519,-63.38359,8.032424425800343,1,2515.79,664.9755265929089
208,1637,1003205163700208,5,"Potosí",6,"Nor Chichas",1,"Cotagaita","Vicchoca",0,"SIN DISTRITO",0,"SIN ZONA",36,"U.E. Chui Chui",91,0,12,"U.E. Chui Chui","Cotagaita","Vicchoca",-20.735018,-65.473984,1.5327370238535307,1,1768.47,648.2009429512727
1,3833,1003201383300001,1,"Chuquisaca",4,"Tomina",1,"Padilla","Corey",1,"SIN DISTRITO",1,"SIN ZONA",4,"Unidad Educativa Susana Duran",105,1,3,"Unidad Educativa Susana Duran","Padilla","Corey",-19.42285,-64.00618,0.8678074405560492,1,2276.32,821.8969162200631
1,3244,1003201324400001,1,"Chuquisaca",7,"Nor Cinti",1,"Camargo","Cueva Pampa",0,"SIN DISTRITO",0,"SIN ZONA",5,"Unidad Educativa Cueva Pampa",242,0,26,"Unidad Educativa Cueva Pampa","Camargo","Cueva Pampa",-20.45579,-65.04705,5.4566056050523795,2,1957.45,692.6365346848138
2760,684,1003202068402760,2,"La Paz",18,"Gualberto Villarroel",2,"Papel Pampa","San Felipe de Challa",0,"SIN DISTRITO",0,"SIN ZONA",18,"Sede Sindical",63,1,7,"Sede Sindical","Papel Pampa","San Felipe de Challa",-17.74787,-67.6296,4.218199276789979,1,1049.99,1157.8152195989019
1002,2442,1003207244201002,7,"Santa Cruz",10,"Obispo Santistéban",1,"Montero","Montero",0,"SIN DISTRITO",1,"MONTERO",52,"Col. Guillermo Kruegler",3553,38,258,"Col. Guillermo Kruegler","Montero","Montero",-17.34654,-63.262484,504.6878496810084,16,2417.2,2561.4224988110886
11084,2234,1003207223411084,7,"Santa Cruz",1,"Andrés Ibáñez",1,"Santa Cruz de La Sierra","Santa Cruz de la Sierra",4,"DISTRITO 4",140,"UV-140",47,"Kinder Ferroviario",192,2,2,"Kinder Ferroviario","Santa Cruz de La Sierra","Santa Cruz de la Sierra",-17.781,-63.145,3671.8227612799424,1,2747.5,1863.6374999982067
25338,698,1003202069825338,2,"La Paz",20,"Caranavi",1,"Caranavi","Caranavi",0,"SIN DISTRITO",0,"SIN ZONA",16,"U.E. Suazo",390,3,1,"U.E. Suazo","Caranavi","Caranavi",-15.830721,-67.566418,115.45222730242348,2,1646.52,2872.295526526951
2444,250,1003202025002444,2,"La Paz",5,"Muñecas",3,"Aucapata","Pusillani",0,"SIN DISTRITO",0,"SIN ZONA",15,"Iglesia Santo Domingo",260,1,13,"Iglesia Santo Domingo","Aucapata","Pusillani",-15.4539,-68.72872,15.994665627552287,2,865.839,2845.7807279986764
107,1539,1003205153900107,5,"Potosí",3,"Cornelio Saavedra",1,"Betanzos","Tarija Cucho",0,"SIN DISTRITO",0,"SIN ZONA",35,"Esc. Tarija Cuchu",390,6,47,"Esc. Tarija Cuchu","Betanzos","Tarija Cucho",-19.490668,-65.333933,12.06942106082521,2,1935.96,782.2537858891118
500,2910,1003205291000500,5,"Potosí",4,"Chayanta",2,"Ravelo","Luqui Pampa",0,"SIN DISTRITO",0,"SIN ZONA",39,"Esc. Secc. Luqui Pampa",123,4,16,"Esc. Secc. Luqui Pampa","Ravelo","Luqui Pampa",-18.715371,-65.713291,5.604274639550349,1,1727.97,1014.6785451916833
6116,2350,1003207235006116,7,"Santa Cruz",6,"Sara",2,"Santa Rosa","Galilea",0,"SIN DISTRITO",1,"GALILEA",52,"Esc. Galilea",349,3,26,"Esc. Galilea","Santa Rosa","Galilea",-16.953517,-63.67821,3.0211014755696235,2,2344.28,2576.0018895419375
3,2559,1003208255900003,8,"Beni",3,"General José Ballivián",2,"San Borja","San Borja",0,"SIN DISTRITO",0,"SIN ZONA",59,"U.E. Arnulfo Martínez",3589,24,239,"U.E. Arnulfo Martínez","San Borja","San Borja",-14.86135,-66.74274,83.16934453852036,16,1737.19,2941.968239000181
1,1350,1003201135000001,1,"Chuquisaca",5,"Hernando Siles",2,"Huacareta","Rosario del Ingre",0,"SIN DISTRITO",0,"SIN ZONA",4,"Escuela Salvio Lanuza",413,1,41,"Escuela Salvio Lanuza","Huacareta","Rosario del Ingre",-20.5817,-63.89535,3.1981793720436973,2,2358.74,691.3778424000011
9021,941,1003203094109021,3,"Cochabamba",9,"Quillacollo",1,"Quillacollo","Misicuni",0,"SIN DISTRITO",0,"SIN ZONA",28,"Centro Internado Misicuni",447,1,8,"Centro Internado Misicuni","Quillacollo","Misicuni",-17.1265,-66.3219,6.4893140040857995,2,1797.6,2579.2702949983995
1,2825,1003208282500001,8,"Beni",5,"Moxos",1,"San Ignacio","Retiro",0,"SIN DISTRITO",0,"SIN ZONA",6,"Esc. Retiro",119,0,0,"Esc. Retiro","San Ignacio","Retiro",-15.34924,-65.80604,1.085894469979299,1,1976.83,2824.7351999999596
171,821,1003203082100171,3,"Cochabamba",1,"Cercado",1,"Cochabamba","Cochabamba",23,"DISTRITO 23 - CAMPO FERIAL",130,"ZONA 130",21,"Colegio Martin Cardenas",4480,17,238,"Colegio Martin Cardenas","Cochabamba","Cochabamba",-17.42,-66.1372,2517.2238080836805,20,1889.15,1663.6175999867455
1,3690,1003201369000001,1,"Chuquisaca",7,"Nor Cinti",2,"San Lucas","Cinteño Tambo",1,"SIN DISTRITO",1,"SIN ZONA",5,"U.E. Cinteño Tambo",465,3,26,"U.E. Cinteño Tambo","San Lucas","Cinteño Tambo",-20.22208,-65.01966,20.82879037797221,2,1989.23,714.7620295997573
1,3293,1003206329300001,6,"Tarija",6,"O' Connor",1,"Entre Ríos","Vallecito de los Lapachos",0,"SIN DISTRITO",0,"SIN ZONA",42,"U.E. Vallecito de los Lapachos",192,1,7,"U.E. Vallecito de los Lapachos","Entre Ríos","Vallecito de los Lapachos",-21.7324,-64.05889,1.609545002967158,1,2346.85,528.7698801196757
2,2095,1003204209500002,4,"Oruro",3,"Carangas",1,"Corque","San José de Cala",0,"SIN DISTRITO",0,"SIN ZONA",32,"Esc. Rafael Pabon",413,2,25,"Esc. Rafael Pabon","Corque","San José de Cala",-18.610663,-67.867483,4.564584896424222,2,1013.08,973.800313480677
6006,897,1003203089706006,3,"Cochabamba",6,"Arque",2,"Tacopaya","Tacopaya",0,"SIN DISTRITO",0,"SIN ZONA",27,"Escuela Adolfo Mercado",1162,2,110,"Escuela Adolfo Mercado","Tacopaya","Tacopaya",-17.836,-66.5361,14.224328374236837,6,1419.78,1074.755860000828
62,1223,1003201122300062,1,"Chuquisaca",1,"Oropeza",1,"Sucre","Potolo",12,"POTOLO-POTOLO 12",32,"ZONA 32 - POTOLO - POTOLO",3,"U. Edu. Gualberto Villarroel",1040,5,137,"U. Edu. Gualberto Villarroel","Sucre","Potolo",-19.0159,-65.53341,10.477705852917252,5,1666.16,937.1763045296101
25042,820,1003202082025042,2,"La Paz",1,"Murillo",5,"El Alto","El Alto",24,"DISTRITO 24",2610,"URB. LEON",13,"U.E. Fuerza Aerea Argentina",1461,3,43,"U.E. Fuerza Aerea Argentina","El Alto","El Alto",-16.49715,-68.25346,2088.8278000264986,7,522.639,2219.2265121872856
18002,2305,1003207230518002,7,"Santa Cruz",4,"Ichilo",1,"Buena Vista","Huaitú",0,"SIN DISTRITO",1,"HUAITU",56,"Esc. Eduardo Abaroa",948,3,60,"Esc. Eduardo Abaroa","Buena Vista","Huaitú",-17.55737,-63.6379,12.782057330049305,5,2207.9,2135.848665193729
87,1529,1003205152900087,5,"Potosí",2,"Bustillo",1,"Uncía","Cala Cala",0,"SIN DISTRITO",0,"SIN ZONA",39,"Nucleo Escolar Cala Cala",1172,7,132,"Nucleo Escolar Cala Cala","Uncía","Cala Cala",-18.524525,-66.482593,33.39756569890309,6,1487.85,931.9761780226224
3013,2334,1003207233403013,7,"Santa Cruz",5,"Chiquitos",3,"Roboré","Roboré",0,"SIN DISTRITO",1,"ROBORE",54,"Esc. Guido Oswaldo Suanzo",1497,1,117,"Esc. Guido Oswaldo Suanzo","Roboré","Roboré",-18.33875,-59.75161,61.53125950886477,7,3287.2,1512.6414887480626
179,1608,1003205160800179,5,"Potosí",5,"Chárcas",1,"San Pedro","Chiro K'asa",0,"SIN DISTRITO",0,"SIN ZONA",38,"Esc. Chiro Ckasa",1423,2,162,"Esc. Chiro Ckasa","San Pedro","Chiro K'asa",-18.261053,-66.188181,12.972786035280786,7,1620.83,999.8207978964773
1703,820,1003202082001703,2,"La Paz",1,"Murillo",5,"El Alto","El Alto",17,"DISTRITO 17",1703,"ALTO DE LA ALIANZA",11,"Unidad Educativa  Alto De La Alianza",4222,6,191,"Unidad Educativa  Alto De La Alianza","El Alto","El Alto",-16.52214,-68.18938,4754.010500309067,19,854.041,1968.3803689609747
25707,4209,1003206420925707,6,"Tarija",3,"Gran Chaco",1,"Yacuiba","Bella Vista I",0,"SIN DISTRITO",0,"SIN ZONA",43,"U.E. Bella Vista de Caipitandy",757,3,1,"U.E. Bella Vista de Caipitandy","Yacuiba","Bella Vista I",-21.92,-63.644,119.00930704783639,4,2441.32,535.3197999999187
308,729,1003202072900308,2,"La Paz",1,"Murillo",1,"Nuestra Señora de La Paz","Nuestra Señora de La Paz",3,"DISTRITO 3",304,"ZONA CENTRAL",9,"Col. Santa Ana",1660,5,87,"Col. Santa Ana","Nuestra Señora de La Paz","Nuestra Señora de La Paz",-16.49671,-68.13152,4791.851046628901,8,1310.82,2449.2282717469247
7003,910,1003203091007003,3,"Cochabamba",7,"Capinota",1,"Capinota","Charamoco",0,"SIN DISTRITO",0,"SIN ZONA",26,"Unidad Educativa Gustavo Garcia (Charamo)",896,1,64,"Unidad Educativa Gustavo Garcia (Charamo)","Capinota","Charamoco",-17.6135,-66.2914,35.76252534855987,4,1461.62,1054.5955000002236
1,1271,1003201127100001,1,"Chuquisaca",2,"Azurduy",1,"Azurduy","Pinos",0,"SIN DISTRITO",0,"SIN ZONA",4,"Escuela Pinos",287,3,15,"Escuela Pinos","Azurduy","Pinos",-20.32877,-64.45695,3.603770135074402,2,2177.3,718.9531503949194
401,2794,1003201279400401,1,"Chuquisaca",1,"Oropeza",1,"Sucre","Sucre",7,"DISTRITO 7",13,"ZONA 13",1,"Col. Victorino Vega",5210,11,215,"Col. Victorino Vega","Sucre","Sucre",-19.04786,-65.23779,1124.3915663685339,23,2053.85,933.4098246349457
3026,729,1003202072903026,2,"La Paz",1,"Murillo",1,"Nuestra Señora de La Paz","Nuestra Señora de La Paz",8,"DISTRITO 8",801,"SAN ANTONIO ALTO",6,"Cancha Deportiva",1602,9,113,"Cancha Deportiva","Nuestra Señora de La Paz","Nuestra Señora de La Paz",-16.50108,-68.108,4133.671036247797,8,1482.77,2408.383895987958
1,3483,1003204348300001,4,"Oruro",1,"Cercado",2,"Caracollo","Central Vila Vila \"A\"",1,"SIN DISTRITO",1,"SIN ZONA",32,"Casa Comunal",330,1,21,"Casa Comunal","Caracollo","Central Vila Vila \"A\"",-17.558149,-67.361776,7.036264909265708,2,1227.33,1387.3843472115634
134,821,1003203082100134,3,"Cochabamba",1,"Cercado",1,"Cochabamba","Cochabamba",16,"DISTRITO 16 - HIPODROMO",76,"ZONA 76",22,"Unidad Educativa Esteban Arze",3269,10,257,"Unidad Educativa Esteban Arze","Cochabamba","Cochabamba",-17.3983,-66.1843,2628.4157368233055,15,1682.49,1724.4193929787043
514,2794,1003201279400514,1,"Chuquisaca",1,"Oropeza",1,"Sucre","Sucre",1,"DISTRITO 1",2,"ZONA 2",1,"Colegio Simón Rodríguez",1646,2,99,"Colegio Simón Rodríguez","Sucre","Sucre",-19.05121,-65.25462,1202.4027677878348,8,1955.55,892.2744528248202
2995,366,1003202036602995,2,"La Paz",8,"Ingavi",7,"Taraco","Santa Rosa de Taraco",0,"SIN DISTRITO",0,"SIN ZONA",19,"Col. Ovando Candia",595,5,136,"Col. Ovando Candia","Taraco","Santa Rosa de Taraco",-16.44834,-68.94234,7.653724237035031,3,454.591,2096.0958458787363
144,821,1003203082100144,3,"Cochabamba",1,"Cercado",1,"Cochabamba","Cochabamba",3,"DISTRITO 3 - CENTRAL",95,"ZONA 95",21,"Colegio Aleman Santa Maria",2540,9,176,"Colegio Aleman Santa Maria","Cochabamba","Cochabamba",-17.3912,-66.1527,2741.971383065337,12,1873.19,1944.0108679936884
