ID_RECI,X,Y
1101192438426096,-66.44264204845601,-27.857596848867757
1101192438326095,-64.92411958016406,-27.883682322929424
1101185407325303,-65.75062255386727,-27.788083819648826
1101185437226084,-64.54726943021335,-27.757376998320417
1101123376625091,-63.25199084347181,-27.682397172737403
1101189437926091,-66.62004112930612,-27.49695161741522
1101110436926081,-59.92475379542289,-27.550923504687468
1101110437126083,-57.728738508847215,-26.724498149936764
1101196439126103,-64.10289353979996,-27.57019432901349
1101110414025187,-57.39893344812162,-25.818222028158804
1101110414025188,-57.3752487182671,-25.85738300208739
1101110414025064,-57.39920015131538,-25.891249914019667
1123349379225117,-56.89067554743778,-25.688726174981053
1101111414625151,-67.0074628588512,-27.293131646470247
1101110436826080,-61.73196506770383,-27.272322259011254
1101110413425183,-60.724980023577615,-27.204467887167656
1101110412925192,-60.7715787249287,-26.978079722303782
1101110437026082,-60.055003803336945,-27.354288441078182
1101110361125189,-58.26567715212667,-26.264066260511125
1101110361125167,-59.5125701645991,-26.366229636556334
1101110361125163,-59.27473230838147,-26.30053627690765
1101110361125190,-58.332454561764564,-26.220310646085863
1101110361125165,-59.100584752472756,-26.32344093616955
1101110413225181,-60.53586760440385,-27.12809561698679
1101110413025178,-59.6163857576176,-26.693740651486564
1101110361125168,-58.456645114504646,-26.27963831885773
1101110361125158,-59.06015348670978,-26.281955300342226
1101110413125179,-60.48812744201936,-26.96229263825547
1101110361125173,-59.94552178142194,-26.44546434514372
1101110413325182,-60.28811170664565,-26.81906082060675
1101110413025176,-59.80112538682832,-26.839463282575085
1101110361125164,-58.69201978886283,-26.279802782296358
1101110413625062,-58.83249361406079,-26.77818698441338
1101110413225180,-60.4972176220601,-27.1203022771572
1101110361125059,-59.05333492792418,-26.444525414719756
1101110413525061,-59.944422945896825,-27.156534744265485
1101110413525185,-59.9448968490275,-27.160050671336514
1101110361125172,-59.276138433482956,-26.564611592358926
1101110361125169,-58.85052092285007,-26.56585983494904
1101110361125191,-59.08104636028466,-26.56485093509266
1101110361125057,-58.64039780154346,-26.250154050188723
1101110361125160,-58.5265129736504,-26.239379944044614
1101110413725184,-59.48654827960229,-27.245870208080618
1101110413025060,-59.59268313096672,-26.708887024298093
1101110413025177,-59.636594399710205,-26.73664137515123
1101110413825063,-57.82501119284226,-26.506458528225423
1101110413925186,-57.62073867961511,-26.158298556493513
1101110414225147,-61.001588031200015,-27.02794445746555
1101110361125162,-58.30002166058998,-26.079798130029957
1101110361125175,-58.96660301733496,-25.894814100053054
1101110361125157,-58.103645383841844,-25.884179147451952
1101110361125161,-58.09111688465295,-25.9338605089717
1101110361125058,-58.050771162839084,-25.906923624590075
1101110361125056,-58.20070826462352,-26.01757682914228
1101110361125166,-57.98265768097534,-25.894481432851403
1101110361125055,-57.943372430631285,-25.700741888506947
1101110361125174,-57.9406448148834,-25.943141866392814
1101110414125146,-60.450792822196554,-26.47498480155548
1101111414525150,-68.10031081055419,-27.14670659244215
1104436377925104,-69.41757091587664,-26.68566825195834
1101111414425149,-68.09979089426699,-27.03492736754702
1101191438226094,-65.83540986344975,-27.36031220556556
1101111414325148,-67.63491363468869,-27.09128862299375
1101111361225065,-68.22605802241142,-26.93240652419035
1101121437326085,-64.05181867079624,-27.442422218635564
1101121414725193,-62.86866572647081,-27.308695468272767
1101121437426086,-64.86466072938444,-27.35949640758139
1101190438126093,-68.20278998845295,-26.767755071832752
1101120376125086,-61.23989577312641,-26.754620830312525
1101121376225154,-63.90628489490379,-27.342737266201542
1101121376225087,-63.63865229721147,-27.32016174774553
1101188437826090,-67.42638042213052,-26.862653133786875
1101187437526087,-57.32198253941015,-25.1717063579638
1104494438926101,-70.64924689770027,-25.917898553969337
1101193438526097,-65.17610149535115,-27.126205846014003
1118143378625111,-55.76734458274941,-24.02147217771341
1101122376325088,-65.82338392588333,-26.921584241000396
1101112437626088,-64.81085138747858,-26.909528851271517
1101112437726089,-65.05003986663446,-26.875302836663945
1101112361325066,-65.64857040012289,-26.779733808606558
1104438378125106,-72.50518603644421,-24.65792390246942
1103418438626098,-53.41741648128224,-21.39636026354726
1103418361925079,-52.81981089295751,-20.331890443570757
1103418361925201,-52.9836136550981,-20.628778892262453
1103418361925078,-53.10739110920751,-21.03712167574275
1103418415126122,-52.57901261555407,-19.756935023507847
1103418415525083,-52.79165393565411,-21.14850923410858
1103418415126121,-52.54605502073574,-19.572705861887954
1103418361925205,-52.920371606953935,-20.643032431240737
1103418361926123,-52.748779310982634,-20.400892478924064
1103418361925200,-52.64808014690049,-19.852929199548832
1103418361925202,-52.84239244477722,-20.455087762967366
1103418361925204,-52.94681378853464,-20.729557554053834
1103418361925305,-52.881375877020226,-20.64765375085988
1103418438726099,-52.434376461983106,-19.71054886944139
1101122376525090,-63.17479403717714,-26.808057011579827
1103433377625101,-52.309375484985495,-19.041095455977253
1104438378225107,-71.72711214804929,-24.790586430439422
1101122438026092,-61.091453246373945,-25.98061338261199
1101112376025067,-67.02811947991665,-26.234147091656766
1101122376425089,-60.672505924429835,-25.72961411701697
1103418438826100,-52.57981270518305,-18.569731038169778
1104439378325108,-74.00876053869342,-22.688534179208272
1103478389726115,-53.04387439935999,-18.566647784038487
1104437378025105,-75.24886092422031,-20.656083732276766
1118247379025115,-75.61401709051808,-19.912123773590956
1118248379125116,-76.22124632651915,-18.779462160608094
1103434377725102,-53.34854482419313,-14.338704898485375
1118246378925114,-76.30849142062193,-14.403812682254102
1103432377525100,-52.589146874694535,-15.433283920371663
1118245378825113,-75.02834887783152,-11.036374819862235
1118244378725112,-75.95299583176197,-12.030616823443818
1103479389626114,-68.99922009390077,-7.874948322660444
1103435377825103,-62.708124574984495,-7.532633595599277
1106142378525110,-72.0349974247447,-7.991875021174204
1104941378425109,-68.72475011739085,-6.902903203729046
1105351379425119,-71.693208264852,-7.500877898317924
1123750379325118,-64.34322981450973,-6.44997792552229
1117195439026102,-71.9299035236118,-7.528554722573444
1115454379725122,-73.4351536373487,-8.054405966001868
1105552379526116,-69.4127746060617,-6.586591483428524
1106226376925094,-68.5631437615237,-6.395163695540839
1110768381125136,-51.348627818245475,-12.668782270171858
1106286407426119,-71.60473903846842,-7.025651108487555
1106367381025135,-52.178152008478044,-11.365113027402654
1106225376825093,-74.25572416834771,-8.21223982944051
1111469381225137,-51.89163989904852,-11.536559940945583
1112971381425139,-50.851101806787,-13.252552524121523
1106730439226104,-54.73749043613851,-9.298738788471363
1106730439326105,-54.64729565387135,-9.344367185374388
1106730377325098,-55.09871245606053,-8.970193721011888
1105273381625141,-50.97532630609159,-12.93979944115934
1106727377026118,-54.10789540871393,-9.775398604433386
1106213415625068,-67.05373561966998,-6.036775832514307
1106213361425300,-66.77547416410863,-5.994993194381461
1106213361425301,-66.84167126203876,-6.00035929452714
1118053379625121,-66.66937575061807,-5.968793940735408
1106224376725092,-66.59672193021522,-5.9654027122293165
1106219362025085,-66.62110697568428,-5.939161324329376
1106717361825076,-54.354319793721075,-9.257953112138953
1106731377426117,-53.353517836420465,-9.871535811618038
1104570381325138,-51.100410712278325,-12.630775448879227
1106715361625071,-55.06259750330693,-8.350326533678505
1106715361625072,-54.980260830781106,-8.388553690185176
1106715361625070,-54.98743066596567,-8.365209084513419
1106281389525153,-65.75730691420134,-5.936116046456508
1106214361525069,-65.64354387857469,-5.942386503613486
1106716361725075,-54.06326787915928,-8.717235489569507
1106716361725074,-53.688624011606336,-9.323369564844796
1106716361725073,-53.82648666108382,-9.09639273183026
1106280389425152,-64.96943144607219,-5.905502969568605
1112456379925124,-52.97758194813311,-9.986161054634294
1106729377225097,-55.22845852294523,-7.994234873537316
1104055379825123,-66.00139275223404,-5.808101696465787
1112457380125126,-53.18970698195945,-9.190710221730985
1112457380025125,-53.09331179965157,-9.255459620296799
1121377382026120,-53.85451448350125,-8.399863169206863
1101760380325128,-52.92237466888516,-9.521793509380197
1107459380225127,-54.63950649452258,-7.859875064715412
1102462380525130,-54.55562194494228,-7.850594433758086
1110864380725132,-55.4168894853768,-7.634958599888069
1109163380625131,-54.751227937396,-7.743596575330633
1100461380425129,-53.649888339415774,-8.351573086732651
1119472381525140,-52.60966077936659,-9.844638641720305
1121266380926124,-53.85740227398336,-8.1144762765664
1003201279400523,-64.05212350229222,-20.11560566369606
1003201421325722,-60.6483465440984,-21.32008172972864
1003205149400015,-65.91545634861461,-21.476227084725657
1003205320700575,-66.41576545186014,-20.368944082528348
1003201135700001,-62.75489183491826,-20.04996093642686
1003203102401201,-63.120899351883544,-17.21223805705997
1003202072902605,-69.3104266413379,-15.879910671618592
1003206205200019,-61.78740166835727,-21.760082395269432
1003204213200002,-68.42664547283924,-20.943840777796634
1003205182300422,-65.48526867606779,-19.25957328538957
1003203104001215,-63.0126367943381,-17.13812461702459
1003207360100001,-57.1528365422702,-16.422070366241176
1003203085103013,-66.19382756105,-14.425984630746814
1003202060302866,-70.86254443539357,-19.13159919262231
1003202018825837,-71.8877523835639,-18.521221871178668
1003202276805051,-67.40276893137043,-16.472779518000774
1003207229804014,-57.81944232762779,-15.399432439384247
1003207223410039,-61.3404211309389,-19.457663197714734
1003201279400410,-65.29903329798609,-19.941435503743573
1003206205400021,-61.87916028629474,-21.778760413608182
1003205177825492,-68.59973261309248,-21.86047702818736
1003201421725726,-62.47658691356024,-19.971289773568753
1003202062802542,-67.58230252630938,-11.630726786997894
1003201127800001,-62.34315687535413,-20.91405363370982
1003209330000002,-66.18496779275597,-11.038991846922507
1003202026602514,-67.53163969238598,-12.024578907281583
1003201401225327,-63.33376273695451,-21.282230018072312
1003202345800001,-72.2966490442523,-17.38129085503324
1003202072900405,-67.8745975946744,-14.793708623961521
1003207231518012,-62.1865669899587,-13.59356066588859
1003207223402008,-60.00228534430996,-16.50523861547882
1003201144400001,-62.5742538128927,-21.570378277748233
1003203093425051,-66.78067762966432,-16.22510443966897
1003205160000171,-65.78019852711205,-20.113359684966372
1003202072901802,-68.7127278554881,-17.24039103589123
1003202072901605,-68.39183834589777,-16.94391142165145
1003202337900001,-68.28196176518942,-17.792382104667826
1003202082002204,-71.30217441907995,-15.640528529476105
1003203311509051,-64.84925006814574,-13.08954316532298
1003207391200001,-61.26591572071599,-12.912983555966136
1003202031102532,-69.11236381269576,-11.91335774820422
1003203324801242,-62.79044873458489,-13.057743701928171
1003203096609047,-66.32291504256838,-17.11334725218444
1003202068225805,-70.04552167371457,-19.472598458530626
1003207223403010,-60.35660959548677,-17.95247579683841
1003203097125933,-63.963734257511405,-16.538690818318166
1003201149300001,-60.31768901352644,-21.3916746694517
1003205163700208,-66.11137088581387,-22.20721310961437
1003201383300001,-61.629086589991864,-20.584988295636492
1003201324400001,-64.39916153691591,-21.60679055079029
1003202068402760,-70.18507143180858,-19.689911355462712
1003207244201002,-61.41237518113216,-14.39991898453428
1003207223411084,-59.768048687520476,-16.82332114662508
1003202069825338,-66.67571058105428,-12.320255835709577
1003202025002444,-69.76570482205577,-12.271971868551933
1003205153900107,-64.44635828519642,-21.133391889629454
1003205291000500,-65.66689706042808,-19.75747649427707
1003207235006116,-61.83320782482216,-13.320612525262762
1003208255900003,-65.23887660727003,-11.946887479913208
1003201135000001,-61.67533552759891,-21.412324103110862
1003203094109021,-65.10289703953,-13.296763319221341
1003208282500001,-64.3219463633826,-12.481603473214225
1003203082100171,-64.55264147066733,-16.709216271320894
1003201369000001,-63.91822001829442,-21.40985841800188
1003206329300001,-62.290954039564525,-22.32204943229033
1003204209500002,-70.20735025164507,-20.6236320880509
1003203089706006,-67.12399529487976,-19.133751621232033
1003201122300062,-65.65514658801371,-20.192041818964736
1003202082025042,-71.73460610965417,-15.665995259189886
1003207230518002,-62.381731039887036,-16.052968838983574
1003205152900087,-67.22899887974214,-20.45806194039574
1003207233403013,-57.56448242820121,-18.44248609979894
1003205160800179,-66.19419784204754,-19.640665108482274
1003202082001703,-70.25132593241595,-16.130527872943905
1003206420925707,-61.16332477712652,-22.07151527457234
1003202072900308,-68.24575987015213,-14.33074549260464
1003203091007003,-66.7173982050215,-18.958834676755068
1003201127100001,-62.48564127354346,-21.36776964887955
1003201279400401,-63.12323100138523,-20.328128092619817
1003202072903026,-67.3252637530514,-14.34900616101593
1003204348300001,-68.84755817937048,-18.52681474951381
1003203082100134,-65.70103828847184,-16.56661503032526
1003201279400514,-63.9381376255003,-20.598370689972683
1003202036602995,-72.41250980933113,-16.586096164096322
1003203082100144,-64.68489257691546,-15.75796436068915
1003202040302802,-67.27569799822632,-16.150950733890696
1003201130500002,-61.983395353997196,-20.566948016249462
1003207236304023,-59.98064076182929,-20.70974227046088
1003208260300001,-64.43604454767181,-12.411194248626963
1003204205900146,-68.05304470088574,-20.0032768416708
1003201390500001,-63.59097921507255,-21.459293496968904
1003205154700115,-63.17688509479645,-20.972346613300157
1003202338000001,-65.84834158471962,-13.621889999760889
1003208411700001,-63.77443264717464,-11.406108457502985
1003207223406005,-58.80810417960306,-16.644035207702707
1003202072900801,-67.34656722736028,-14.398422027366227
1003202072925044,-68.25533734274218,-13.877861384193722
1003203093308011,-64.47752610512877,-18.244212429252894
1003208252600029,-63.0479434739924,-12.523749322663196
1003202046125345,-65.93362828551027,-13.190458764839764
1003202068625810,-70.74160867687912,-19.60618841857843
1003207239114014,-60.55388469675152,-21.04009559914164
1003201132600001,-62.15321511721411,-20.873012021191883
1003201296100001,-62.67575589996239,-20.89653955117685
1003207251016004,-57.101874927944515,-18.075345442172353
1003201382600001,-63.84771656081346,-21.01091849129382
1003201323700001,-64.39191346105177,-19.205857236003492
1003204223100002,-70.2731067994136,-20.186047014791587
1003205161600187,-65.47576634558574,-19.267351255287068
1003205165200226,-66.52044910873627,-19.45849606848172
1003205155100119,-65.0964419448777,-21.200390498183687
1003205151600073,-67.82184644032459,-21.231782856652494
1003201137500001,-65.475598139207,-22.060923234869435
1003207223405001,-59.91591377224785,-15.652874135986885
1003208254900001,-64.09598681932349,-10.577976741859898
1003205176100350,-64.02083822715917,-21.211519431170984
1003201368300001,-62.60303773847042,-21.24832165703086
1003205328600001,-68.21981670343095,-22.349525281527406
1003204208600002,-67.67932548460406,-21.102031103904938
1003204205900112,-68.94617633234645,-19.809437165506512
1003207421925845,-59.983469914018286,-20.474724890046247
1003203082100190,-66.3599759673401,-17.750604807982945
1003203101201118,-67.57533316195939,-18.348214353481122
1003203093625688,-66.1485799029771,-15.369177534900007
1003203082100175,-64.91706581451265,-16.90320449584029
1003203107301316,-64.25833035536114,-18.737108223723748
1003205155500123,-65.61886919428414,-20.455075771769344
1003202071202558,-66.2149385047824,-12.163437115044454
1003202071725582,-66.37508632526753,-12.06609241839789
1003203110101604,-63.14545804371563,-16.202679620893104
1003207318420027,-59.705890404381165,-13.62505170491329
1003201122400001,-63.61846818788328,-21.020712575518605
1003209388100001,-65.57747172817446,-11.152572294766731
1003204348400001,-68.22278111626295,-18.110386157192444
1003203097601013,-63.656933310962714,-14.983344120634555
