ID_RECI,LAT,LON,HAB,INHAB,PAIS,N_MESAS,REC,MUN,BOL,CIU,PROV,DEP,URB,DEN_C,DEN
1101110361125190,-34.647013,-58.416338,1692,251,Argentina,8,Escuela de Educacion Media N° 4  De 19  Homero Manzi,C.A. Buenos Aires,False,Buenos Aires,Buenos Aires,Buenos Aires,exterior,exterior,238.3057564387779
1101110361125191,-34.676525,-58.472273,3222,149,Argentina,15,Escuela De Jornada Simple Nº 03 D.E. 21 Cristóbal Colón,C.A. Buenos Aires,False,Buenos Aires,Buenos Aires,Buenos Aires,exterior,exterior,491.31080653041903
1101110412925192,-34.65935,-58.66189,2341,147,Argentina,11,Esc Primaria Nro 3 Jose Manuel Estrada,Ituzaingó,False,Buenos Aires,Ituzaingó,Buenos Aires,exterior,exterior,34.12834774166291
1101110413025060,-34.698440000000005,-58.488926,4164,451,Argentina,19,Escuela Secundaria N° 10  (Escuela Primaria  Jose Antonio Wilde 137),La Matanza,False,Buenos Aires,La Matanza,Buenos Aires,exterior,exterior,406.8607186620572
1101110413025176,-34.703053999999995,-58.475044,2314,586,Argentina,11,Escuela Primaria Nº 97 Juana Manso De Noronha,La Matanza,False,Buenos Aires,La Matanza,Buenos Aires,exterior,exterior,533.8125909487286
1101110413025177,-34.702900299999996,-58.489729000000004,6104,204,Argentina,28,Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112),La Matanza,False,Buenos Aires,La Matanza,Buenos Aires,exterior,exterior,402.90910692669377
1101110413025178,-34.703987,-58.497176,1929,522,Argentina,9,Escuela Primaria Nº139 Congreso De Tucuman,La Matanza,False,Buenos Aires,La Matanza,Buenos Aires,exterior,exterior,337.16522825623434
1101110413125179,-34.710694000000004,-58.591852,2047,660,Argentina,10,Isidro Casanova - Escuela Secundaria Nº76,La Matanza,False,Buenos Aires,La Matanza,Buenos Aires,exterior,exterior,51.42690916164116
1101110413225180,-34.751061,-58.586994,2994,298,Argentina,14,Escuela Primaria Nº 19,La Matanza,False,Buenos Aires,La Matanza,Buenos Aires,exterior,exterior,85.51915859792302
1101110413225181,-34.751391,-58.591981999999994,1544,642,Argentina,7,Anexo Escuela Secundaria Nº 23,La Matanza,False,Buenos Aires,La Matanza,Buenos Aires,exterior,exterior,79.68249905620337
1101110413325182,-34.678109,-58.560359999999996,1976,1086,Argentina,9,Anexo I De Escuela Secundaria Nº11,La Matanza,False,Buenos Aires,La Matanza,Buenos Aires,exterior,exterior,69.61259671697253
1101110413425183,-34.76324,-58.631935999999996,1724,155,Argentina,8,Escuela Secundaria Nº51,La Matanza,False,Buenos Aires,La Matanza,Buenos Aires,exterior,exterior,43.00270079626453
1101110413525061,-34.758064000000005,-58.477588,2833,564,Argentina,13,Esc. Secundaria Basica Nº4,Esteban Echeverría,False,Buenos Aires,Esteban Echeverría,Buenos Aires,exterior,exterior,267.8331913568055
1101110413525185,-34.739934000000005,-58.488098,3298,180,Argentina,15,Escuela De Educación Primaria N°16 República Francesa,Esteban Echeverría,False,Buenos Aires,Esteban Echeverría,Buenos Aires,exterior,exterior,337.16121881761484
1101110413625062,-34.724897999999996,-58.463062,2293,532,Argentina,11,Escuela EGB Nro. 12 Primera Junta,Lomas de Zamora,False,Buenos Aires,Lomas de Zamora,Buenos Aires,exterior,exterior,446.96421360637595
1101110413725184,-34.7308,-58.4654,4069,420,Argentina,19,Extensión de Escuela Secundaria Nº33  (Escuela Secundaria 33),Lomas de Zamora,False,Buenos Aires,Lomas de Zamora,Buenos Aires,exterior,exterior,427.5466872803685
1101110413825063,-34.781476,-58.25909,2087,621,Argentina,10,Escuela Secundaria Nº6 Juan Domingo Peron,Berazategui,False,Buenos Aires,Berazategui,Buenos Aires,exterior,exterior,56.16676395030592
1101110413925186,-34.754303,-58.24521,2541,641,Argentina,12,Esc Primaria Nro 52 Gral. Bartolome Mitre.,Quilmes,False,Buenos Aires,Quilmes,Buenos Aires,exterior,exterior,42.34336386783576
1101110414025064,-34.920640999999996,-57.945336,2400,388,Argentina,11,Escuela Secundaria Nº34 Almafuerte,La Plata,False,Buenos Aires,La Plata,Buenos Aires,exterior,exterior,82.20802365625524
