"ID_RECI","NumPaís","NombrePais","Ciudad","CIU","NumProv","nomprov","NumMuni","nombremunicipio","idloc","AsientoElectoral","NumDist","nomdist","NumZona","nomzona","CIRCUNDIST","RECI","REC","Mesa","HAB","INHAB","RECI_GEO_FID","PAIS","NumDep","DEP","PROV","MUN","Distrito","Zona","nomCircun","TipoCircunscripcion","Recinto","N_MESAS","Habilitados","LAT","LON","URB","DEN_C","BOL"
"1101110414125146",11,"Argentina",10,"Buenos Aires",9,"Escobar",1,"Escobar",4141,"Belén de Escobar",1,"Distrito Escobar",1,"Escobar",0,25146,"Escobar-Esc. Secundaria Basica Nº23",1,2128,317,NA,"Argentina",10,"Buenos Aires","Escobar","Escobar","Distrito Escobar","Escobar",NA,NA,"Escobar-Esc. Secundaria Basica Nº23",10,2128,-34.355421,-58.813555,"exterior","exterior",FALSE
"1101110414225147",11,"Argentina",10,"Buenos Aires",10,"Pilar",1,"Pilar",4142,"Pilar",1,"Distrito Pilar",1,"Pilar",0,25147,"Escuela De Educación Primaria Nº26 Lorenzo López",1,3133,442,NA,"Argentina",10,"Buenos Aires","Pilar","Pilar","Distrito Pilar","Pilar",NA,NA,"Escuela De Educación Primaria Nº26 Lorenzo López",15,3133,-34.460348,-58.91387,"exterior","exterior",FALSE
"1101110436826080",11,"Argentina",10,"Buenos Aires",11,"Chacabuco",1,"Chacabuco",4368,"Chacabuco",1,"Distrito Chacabuco",1,"Zona Chacabuco",0,26080,"Escuela de Educación Primaria N 12 Hipolito Yrigoye",1,319,0,"Exterior: 0074","Argentina",10,"Buenos Aires","Chacabuco","Chacabuco","Distrito Chacabuco","Zona Chacabuco",NA,NA,"Escuela de Educación Primaria N 12 Hipolito Yrigoye",2,319,-34.643293,-60.462978,"exterior","exterior",FALSE
"1101110436926081",11,"Argentina",10,"Buenos Aires",12,"General Pueyrredón",1,"General Pueyrredón",4369,"Mar del Plata",1,"Distrito Mar del Plata",1,"Mar del Plata",0,26081,"Escuela Formación Profesional N°7 Batan",1,742,0,NA,"Argentina",10,"Buenos Aires","General Pueyrredón","General Pueyrredón","Distrito Mar del Plata","Mar del Plata",NA,NA,"Escuela Formación Profesional N°7 Batan",4,742,-38.01068,-57.707664,"exterior","exterior",FALSE
"1101110437026082",11,"Argentina",10,"Buenos Aires",13,"José M. Ezeiza",1,"José M. Ezeiza",4370,"Carlos Spegazzini",1,"Distrito Carlos Spegazzini",1,"Carlos Spegazzini",0,26082,"Escuela N24 Rene Gerónimo Favaloro",1,491,0,NA,"Argentina",10,"Buenos Aires","José M. Ezeiza","José M. Ezeiza","Distrito Carlos Spegazzini","Carlos Spegazzini",NA,NA,"Escuela N24 Rene Gerónimo Favaloro",3,491,-34.891681,-58.554957,"exterior","exterior",FALSE
"1101110437126083",11,"Argentina",10,"Buenos Aires",14,"Pinamar",1,"Pinamar",4371,"Pinamar",1,"Distrito Pinamar",1,"Pinamar",0,26083,"Escuela Primaria N 7 de Ostende Pinamar",1,1255,0,"Exterior: 0077","Argentina",10,"Buenos Aires","Pinamar","Pinamar","Distrito Pinamar","Pinamar",NA,NA,"Escuela Primaria N 7 de Ostende Pinamar",6,1255,-37.125951,-56.886313,"exterior","exterior",FALSE
"1101111361225065",11,"Argentina",11,"Mendoza",2,"Capital",1,"Capital",3612,"Mendoza",1,"Distrito Mendoza",101,"Zona Mendoza",0,25065,"Escuela “Patricias Mendocinas”",1,3458,739,"Exterior: 0078","Argentina",11,"Mendoza","Capital","Capital","Distrito Mendoza","Zona Mendoza",NA,NA,"Escuela “Patricias Mendocinas”",16,3458,-32.887791,-68.842944,"exterior","exterior",FALSE
"1101111414325148",11,"Argentina",11,"Mendoza",3,"Maipú",1,"Maipú",4143,"Rodeo del Medio",1,"Distrito Rodeo del Medio",1,"Rodeo del Medio",0,25148,"Escuela “John Fitzgerald Kennedy”",1,3169,337,"Exterior: 0079","Argentina",11,"Mendoza","Maipú","Maipú","Distrito Rodeo del Medio","Rodeo del Medio",NA,NA,"Escuela “John Fitzgerald Kennedy”",15,3169,-32.990087,-68.688236,"exterior","exterior",FALSE
"1101111414425149",11,"Argentina",11,"Mendoza",4,"Luján de Cuyo",1,"Luján de Cuyo",4144,"Ugarteche",1,"Distrito Ugarteche",1,"Ugarteche",0,25149,"Escuela Luis Baldini",1,2480,164,"Exterior: 0080","Argentina",11,"Mendoza","Luján de Cuyo","Luján de Cuyo","Distrito Ugarteche","Ugarteche",NA,NA,"Escuela Luis Baldini",12,2480,-33.201263,-68.890763,"exterior","exterior",FALSE
"1101111414525150",11,"Argentina",11,"Mendoza",5,"San Carlos",1,"San Carlos",4145,"Villa San Carlos",1,"Distrito Villa San Carlos",1,"Villa San Carlos",0,25150,"Escuela Fuerte San Carlos",1,1248,130,"Exterior: 0081","Argentina",11,"Mendoza","San Carlos","San Carlos","Distrito Villa San Carlos","Villa San Carlos",NA,NA,"Escuela Fuerte San Carlos",6,1248,-33.77237,-69.041243,"exterior","exterior",FALSE
"1101111414625151",11,"Argentina",11,"Mendoza",6,"San Rafael",1,"San Rafael",4146,"Salto de las Rosas",1,"Distrito Salto de las Rosas",1,"Salto de las Rosas",0,25151,"Escuela “Pedro Goyena”",1,472,76,"Exterior: 0082","Argentina",11,"Mendoza","San Rafael","San Rafael","Distrito Salto de las Rosas","Salto de las Rosas",NA,NA,"Escuela “Pedro Goyena”",3,472,-34.723654,-68.2291,"exterior","exterior",FALSE
"1101112361325066",11,"Argentina",12,"Jujuy",3,"Dr. Manuel Belgrano",1,"San Salvador de Jujuy",3613,"San Salvador de Jujuy",1,"Distrito Jujuy",101,"Zona Jujuy",0,25066,"Escuela Normal Superior Juan Ignacio Gorriti",1,6133,1736,"Exterior: 0083","Argentina",12,"Jujuy","Dr. Manuel Belgrano","San Salvador de Jujuy","Distrito Jujuy","Zona Jujuy",NA,NA,"Escuela Normal Superior Juan Ignacio Gorriti",28,6133,-24.186784,-65.303385,"exterior","exterior",FALSE
"1101112376025067",11,"Argentina",12,"Jujuy",4,"Yaví",2,"La Quiaca",3760,"La Quiaca",1,"Distrito La Quiaca",101,"Zona La Quiaca",0,25067,"Sede de Estudios Universitarios",1,497,20,NA,"Argentina",12,"Jujuy","Yaví","La Quiaca","Distrito La Quiaca","Zona La Quiaca",NA,NA,"Sede de Estudios Universitarios",3,497,-22.103924,-65.597702,"exterior","exterior",FALSE
"1101112437626088",11,"Argentina",12,"Jujuy",5,"El Carmen",1,"Perico",4376,"Perico",1,"Distrito Perico",1,"Perico",0,26088,"Centro Integrador Comunitario (CIC)",1,395,0,NA,"Argentina",12,"Jujuy","El Carmen","Perico","Distrito Perico","Perico",NA,NA,"Centro Integrador Comunitario (CIC)",2,395,-24.382185,-65.120073,"exterior","exterior",FALSE
"1101112437726089",11,"Argentina",12,"Jujuy",6,"San Pedro",1,"San Pedro de Jujuy",4377,"San Pedro",1,"Distrito San Pedro",1,"San Pedro",0,26089,"Centro Integrador Comunitario (CIC)",1,274,0,"Exterior: 0089","Argentina",12,"Jujuy","San Pedro","San Pedro de Jujuy","Distrito San Pedro","San Pedro",NA,NA,"Centro Integrador Comunitario (CIC)",2,274,-24.240451,-64.862447,"exterior","exterior",FALSE
"1101120376125086",11,"Argentina",20,"Santa Fe",4,"Santa Fe",1,"Rosario",3761,"Rosario",1,"Distrito Rosario",101,"Zona Rosario",0,25086,"Escuela República de Bolivia",1,1033,101,"Exterior: 0090","Argentina",20,"Santa Fe","Santa Fe","Rosario","Distrito Rosario","Zona Rosario",NA,NA,"Escuela República de Bolivia",5,1033,-32.959371,-60.669357,"exterior","exterior",FALSE
"1101121376225087",11,"Argentina",21,"Cordoba",5,"Capital",1,"Cordoba",3762,"Cordoba",1,"Distrito Cordoba",101,"Zona Cordoba",0,25087,"IPEM Nº 86 Gabriela Mistral",1,1821,294,"Exterior: 0091","Argentina",21,"Cordoba","Capital","Cordoba","Distrito Cordoba","Zona Cordoba",NA,NA,"IPEM Nº 86 Gabriela Mistral",9,1821,-31.40975,-64.183562,"exterior","exterior",FALSE
"1101121376225154",11,"Argentina",21,"Cordoba",5,"Capital",1,"Cordoba",3762,"Cordoba",1,"Distrito Cordoba",102,"Zona Villa El Liberador",0,25154,"CPC Villa El Libertador",1,1413,60,"Exterior: 0092","Argentina",21,"Cordoba","Capital","Cordoba","Distrito Cordoba","Zona Villa El Liberador",NA,NA,"CPC Villa El Libertador",7,1413,-31.466929,-64.224967,"exterior","exterior",FALSE
"1101121414725193",11,"Argentina",21,"Cordoba",6,"General San Martín",1,"Villa María",4147,"Villa María",1,"Distrito Villa María",1,"Villa María",0,25193,"IPEM Nº 147 Manuel Anselmo Ocampo",1,356,44,"Exterior: 0093","Argentina",21,"Cordoba","General San Martín","Villa María","Distrito Villa María","Villa María",NA,NA,"IPEM Nº 147 Manuel Anselmo Ocampo",2,356,-32.412146,-63.249534,"exterior","exterior",FALSE
"1101121437326085",11,"Argentina",21,"Cordoba",7,"Río Cuarto",1,"Río Cuarto",4373,"Río Cuarto",1,"Distrito Río Cuarto",1,"Río Cuarto",0,26085,"Escuela Leopoldo Lugones",1,292,0,"Exterior: 0094","Argentina",21,"Cordoba","Río Cuarto","Río Cuarto","Distrito Río Cuarto","Río Cuarto",NA,NA,"Escuela Leopoldo Lugones",2,292,-33.121027,-64.323154,"exterior","exterior",FALSE
"1101121437426086",11,"Argentina",21,"Cordoba",8,"San Javier",1,"Villa Dolores",4374,"Villa Dolores",1,"Distrito Villa Dolores",1,"Villa Dolores",0,26086,"C.I.C. Dispensario",1,145,0,NA,"Argentina",21,"Cordoba","San Javier","Villa Dolores","Distrito Villa Dolores","Villa Dolores",NA,NA,"C.I.C. Dispensario",1,145,-31.945072,-65.156988,"exterior","exterior",FALSE
"1101122376325088",11,"Argentina",22,"Salta",6,"Capital",1,"Salta",3763,"Salta",1,"Distrito Salta",101,"Zona Salta",0,25088,"Colegio Nacional Salta N° 5080",1,2333,212,"Exterior: 0096","Argentina",22,"Salta","Capital","Salta","Distrito Salta","Zona Salta",NA,NA,"Colegio Nacional Salta N° 5080",11,2333,-24.787073,-65.403323,"exterior","exterior",FALSE
"1101122376425089",11,"Argentina",22,"Salta",7,"General José de San Martín",1,"Profesor Salvador Mazza",3764,"Profesor Salvador Mazza",1,"Distrito Pocitos",101,"Zona Pocitos",0,25089,"Municipalidad De Profesor Salvador Mazza",1,365,14,"Exterior: 0097","Argentina",22,"Salta","General José de San Martín","Profesor Salvador Mazza","Distrito Pocitos","Zona Pocitos",NA,NA,"Municipalidad De Profesor Salvador Mazza",2,365,-22.054372,-63.686205,"exterior","exterior",FALSE
"1101122376525090",11,"Argentina",22,"Salta",8,"Orán",1,"San Ramón de la Nueva Orán",3765,"San Ramón de la Nueva Orán",1,"Distrito Oran",101,"Zona Oran",0,25090,"Escuela De Comercio Julio Cortez Nº 5091",1,1016,34,"Exterior: 0099","Argentina",22,"Salta","Orán","San Ramón de la Nueva Orán","Distrito Oran","Zona Oran",NA,NA,"Escuela De Comercio Julio Cortez Nº 5091",5,1016,-23.136692,-64.323096,"exterior","exterior",FALSE
"1101122438026092",11,"Argentina",22,"Salta",7,"General José de San Martín",2,"Tartagal",4380,"Tartagal",1,"Distrito Tartagal",1,"Tilcara",0,26092,"Salón de la Cultura",1,72,0,"Exterior: 0098","Argentina",22,"Salta","General José de San Martín","Tartagal","Distrito Tartagal","Tilcara",NA,NA,"Salón de la Cultura",1,72,-22.515917,-63.803156,"exterior","exterior",FALSE
"1101123376625091",11,"Argentina",23,"Rio Negro",7,"Adolfo Alsina",1,"Viedma",3766,"Viedma",1,"Distrito Viedma",101,"Zona Viedma",0,25091,"Universidad Nacional De Rio Negro",1,1020,72,"Exterior: 0100","Argentina",23,"Rio Negro","Adolfo Alsina","Viedma","Distrito Viedma","Zona Viedma",NA,NA,"Universidad Nacional De Rio Negro",5,1020,-40.8101,-62.9918,"exterior","exterior",FALSE
"1101185407325303",11,"Argentina",85,"Chubut",8,"Escalante",1,"Comodoro Rivadavia",4073,"Comodoro Rivadavia",1,"Distrito Comodoro Rivadavia",101,"Zona Comodoro Rivadavia",0,25303,"Centro Cultural de Comodoro Rivadavia",1,1758,3,NA,"Argentina",85,"Chubut","Escalante","Comodoro Rivadavia","Distrito Comodoro Rivadavia","Zona Comodoro Rivadavia",NA,NA,"Centro Cultural de Comodoro Rivadavia",8,1758,-45.863224,-67.47614,"exterior","exterior",FALSE
"1101185437226181",11,"Argentina",85,"Chubut",9,"Biedma",1,"Puerto Madryn",4372,"Puerto Madryn",1,"Distrito Puerto Madryn",1,"Puerto Madryn",0,26181,"Escuela Municipal de Pezca N°2701 Juan Demonte",1,1256,0,"Exterior: 0102","Argentina",85,"Chubut","Biedma","Puerto Madryn","Distrito Puerto Madryn","Puerto Madryn",NA,NA,"Escuela Municipal de Pezca N°2701 Juan Demonte",6,1256,-42.760598,-65.044136,"exterior","exterior",FALSE
"1101187437526087",11,"Argentina",87,"Corrientes",1,"Lavalle",1,"Santa Lucía",4375,"Santa Lucía",1,"Distrito Santa Lucía",1,"Santa Lucía",0,26087,"Centro Integrador Comunitario de la Municipalidad de Santa Lucia (CIC)",1,457,0,"Exterior: 0103","Argentina",87,"Corrientes","Lavalle","Santa Lucía","Distrito Santa Lucía","Santa Lucía",NA,NA,"Centro Integrador Comunitario de la Municipalidad de Santa Lucia (CIC)",2,457,-28.989996,-59.101522,"exterior","exterior",FALSE
"1101188437826183",11,"Argentina",88,"La Rioja",1,"Chilecito",1,"Chilecito",4378,"Vichigasta",1,"Distrito Vichigasta",1,"Vichigasta",0,26183,"Salón de Jubilados de Vichigasta",1,494,0,"Exterior: 0104","Argentina",88,"La Rioja","Chilecito","Chilecito","Distrito Vichigasta","Vichigasta",NA,NA,"Salón de Jubilados de Vichigasta",3,494,-29.501147,-67.500102,"exterior","exterior",FALSE
"1101189437926091",11,"Argentina",89,"Neuquén",1,"Confluencia",1,"Centenario",4379,"Centenario",1,"Distrito Centenario",1,"Centenario",0,26091,"Centro de Formación Profesional N° 29 Darrieux 470",1,786,0,NA,"Argentina",89,"Neuquén","Confluencia","Centenario","Distrito Centenario","Centenario",NA,NA,"Centro de Formación Profesional N° 29 Darrieux 470",4,786,-38.8289881,-68.1230472,"exterior","exterior",FALSE
"1101190438126093",11,"Argentina",90,"San Juan",1,"Pocito",1,"Pocito",4381,"La Rinconada - Pocito",1,"Distrito La Rinconada - Pocito",1,"La Rinconada - Pocito",0,26093,"Escuela Dr. Antonio Aberastain School",1,601,0,NA,"Argentina",90,"San Juan","Pocito","Pocito","Distrito La Rinconada - Pocito","La Rinconada - Pocito",NA,NA,"Escuela Dr. Antonio Aberastain School",3,601,-31.657639,-68.57999,"exterior","exterior",FALSE
"1101191438226094",11,"Argentina",91,"San Luis",1,"Juan Martín de Pueyrredón",1,"San Luis",4382,"San Luis",1,"Distrito San Luis",1,"San Luis",0,26094,"Escuela Normal de Ninas Paula Dominguez de Bazan",1,390,0,"Exterior: 0107","Argentina",91,"San Luis","Juan Martín de Pueyrredón","San Luis","Distrito San Luis","San Luis",NA,NA,"Escuela Normal de Ninas Paula Dominguez de Bazan",2,390,-33.301278,-66.335978,"exterior","exterior",FALSE
"1101192438326095",11,"Argentina",92,"Santa Cruz",1,"Deseado",1,"Deseado",4383,"Puerto Deseado",1,"Distrito Puerto Deseado",1,"Puerto Deseado",0,26095,"Escuela N°56 Krewen Kau",1,230,0,"Exterior: 0108","Argentina",92,"Santa Cruz","Deseado","Deseado","Distrito Puerto Deseado","Puerto Deseado",NA,NA,"Escuela N°56 Krewen Kau",1,230,-47.745756,-65.88802,"exterior","exterior",FALSE
"1101192438426096",11,"Argentina",92,"Santa Cruz",2,"Güer Aike",1,"Güer Aike",4384,"Río Gallegos",1,"Distrito Río Gallegos",1,"Río Gallegos",0,26096,"Pastoral de Rio Gallegos",1,851,0,NA,"Argentina",92,"Santa Cruz","Güer Aike","Güer Aike","Distrito Río Gallegos","Río Gallegos",NA,NA,"Pastoral de Rio Gallegos",4,851,-51.622728,-69.214163,"exterior","exterior",FALSE
"1101193438526097",11,"Argentina",93,"Tucumán",1,"Lules",1,"Lules",4385,"Lules",1,"Distrito Lules",1,"Lules",0,26097,"Casa del Sr. Tomas Serrano",1,430,0,"Exterior: 0113","Argentina",93,"Tucumán","Lules","Lules","Distrito Lules","Lules",NA,NA,"Casa del Sr. Tomas Serrano",2,430,-26.926658,-65.335719,"exterior","exterior",FALSE
"1101196439126103",11,"Argentina",96,"La Pampa",1,"Capital",1,"Santa Rosa",4391,"Santa Rosa",1,"Distrito Santa Rosa",1,"Santa Rosa",0,26103,"Centro Municipal de Cultura",1,120,0,NA,"Argentina",96,"La Pampa","Capital","Santa Rosa","Distrito Santa Rosa","Santa Rosa",NA,NA,"Centro Municipal de Cultura",1,120,-36.618846,-64.293235,"exterior","exterior",FALSE
"1101760380325128",17,"Austria",60,"Viena",1,"Viena",1,"Viena",3803,"Viena",1,"Distrito Vienna",101,"Zona Vienna",0,25128,"Embajada",1,90,5,"Exterior: 0115","Austria",60,"Viena","Viena","Viena","Distrito Vienna","Zona Vienna",NA,NA,"Embajada",1,90,48.1955546,16.3764577,"exterior","exterior",FALSE
"1102462380525130",24,"Bélgica",62,"Bruselas",1,"Bruselas",1,"Bruselas",3805,"Bruselas",1,"Distrito Bruselas",101,"Zona Bruselas",0,25130,"Casa de America Latina",1,226,0,NA,"Bélgica",62,"Bruselas","Bruselas","Bruselas","Distrito Bruselas","Zona Bruselas",NA,NA,"Casa de America Latina",1,226,50.8323938,4.3693674,"exterior","exterior",FALSE
"1103418361925078",34,"Brasil",18,"Sao Paulo",1,"Sao Paulo",1,"Sao Paulo",3619,"Sao Paulo",1,"Distrito Sao Paulo",101,"Zona A",0,25078,"Escuela Estadual Prof. Colombo De Almeida",1,3629,643,NA,"Brasil",18,"Sao Paulo","Sao Paulo","Sao Paulo","Distrito Sao Paulo","Zona A",NA,NA,"Escuela Estadual Prof. Colombo De Almeida",17,3629,-23.493677,-46.660628,"exterior","exterior",FALSE
"1103418361925079",34,"Brasil",18,"Sao Paulo",1,"Sao Paulo",1,"Sao Paulo",3619,"Sao Paulo",1,"Distrito Sao Paulo",102,"Zona B",0,25079,"Esc. Mun. Edu.Fundamental Vereador Antonio Sampaio",1,2222,404,"Exterior: 0118","Brasil",18,"Sao Paulo","Sao Paulo","Sao Paulo","Distrito Sao Paulo","Zona B",NA,NA,"Esc. Mun. Edu.Fundamental Vereador Antonio Sampaio",11,2222,-23.513915,-46.626584,"exterior","exterior",FALSE
"1103418361925200",34,"Brasil",18,"Sao Paulo",1,"Sao Paulo",1,"Sao Paulo",3619,"Sao Paulo",1,"Distrito Sao Paulo",102,"Zona B",0,25200,"Escuela Estadual Provincia de Nagasaki",1,4085,313,"Exterior: 0119","Brasil",18,"Sao Paulo","Sao Paulo","Sao Paulo","Distrito Sao Paulo","Zona B",NA,NA,"Escuela Estadual Provincia de Nagasaki",19,4085,-23.47759,-46.571764,"exterior","exterior",FALSE
"1103418361925201",34,"Brasil",18,"Sao Paulo",1,"Sao Paulo",1,"Sao Paulo",3619,"Sao Paulo",1,"Distrito Sao Paulo",105,"Zona E",0,25201,"Escuela Estadual Marechal Deodoro",1,2720,268,NA,"Brasil",18,"Sao Paulo","Sao Paulo","Sao Paulo","Distrito Sao Paulo","Zona E",NA,NA,"Escuela Estadual Marechal Deodoro",13,2720,-23.526003,-46.643003,"exterior","exterior",FALSE
"1103418361925202",34,"Brasil",18,"Sao Paulo",1,"Sao Paulo",1,"Sao Paulo",3619,"Sao Paulo",1,"Distrito Sao Paulo",105,"Zona E",0,25202,"Inst. Ciencia Tecnologia  São Paulo",1,4957,252,"Exterior: 0121","Brasil",18,"Sao Paulo","Sao Paulo","Sao Paulo","Distrito Sao Paulo","Zona E",NA,NA,"Inst. Ciencia Tecnologia  São Paulo",23,4957,-23.523408,-46.622032,"exterior","exterior",FALSE
"1103418361925204",34,"Brasil",18,"Sao Paulo",1,"Sao Paulo",1,"Sao Paulo",3619,"Sao Paulo",1,"Distrito Sao Paulo",105,"Zona E",0,25204,"Escuela Técnica Estadual Carlos de Campos",1,4583,328,NA,"Brasil",18,"Sao Paulo","Sao Paulo","Sao Paulo","Distrito Sao Paulo","Zona E",NA,NA,"Escuela Técnica Estadual Carlos de Campos",21,4583,-23.538275,-46.621658,"exterior","exterior",FALSE
"1103418361925205",34,"Brasil",18,"Sao Paulo",1,"Sao Paulo",1,"Sao Paulo",3619,"Sao Paulo",1,"Distrito Sao Paulo",105,"Zona E",0,25205,"Escuela Estadual Orestes Guimarães",1,2241,747,"Exterior: 0122","Brasil",18,"Sao Paulo","Sao Paulo","Sao Paulo","Distrito Sao Paulo","Zona E",NA,NA,"Escuela Estadual Orestes Guimarães",11,2241,-23.532575,-46.623917,"exterior","exterior",FALSE
"1103418361925305",34,"Brasil",18,"Sao Paulo",1,"Sao Paulo",1,"Sao Paulo",3619,"Sao Paulo",1,"Distrito Sao Paulo",106,"Zona F",0,25305,"Escuela Estadual Eduardo Prado",1,5522,0,NA,"Brasil",18,"Sao Paulo","Sao Paulo","Sao Paulo","Distrito Sao Paulo","Zona F",NA,NA,"Escuela Estadual Eduardo Prado",26,5522,-23.537005,-46.612677,"exterior","exterior",FALSE
"1103418361926123",34,"Brasil",18,"Sao Paulo",1,"Sao Paulo",1,"Sao Paulo",3619,"Sao Paulo",1,"Distrito Sao Paulo",111,"Zona Belenzinho",0,26123,"Escola Municipal Ensino Fundamental Analia Franco Bastos",1,3424,243,"Exterior: 0124","Brasil",18,"Sao Paulo","Sao Paulo","Sao Paulo","Distrito Sao Paulo","Zona Belenzinho",NA,NA,"Escola Municipal Ensino Fundamental Analia Franco Bastos",16,3424,-23.527471,-46.599967,"exterior","exterior",FALSE
"1103418415126121",34,"Brasil",18,"Sao Paulo",1,"Sao Paulo",2,"Guarulhos",4151,"Guarulhos",1,"Distrito Guarulhos",2,"Zona Guarulhos",0,26121,"Escola Prefeitura Guarulhos Prof. Silvia de Cassia Matias",1,2025,751,"Exterior: 0125","Brasil",18,"Sao Paulo","Sao Paulo","Guarulhos","Distrito Guarulhos","Zona Guarulhos",NA,NA,"Escola Prefeitura Guarulhos Prof. Silvia de Cassia Matias",10,2025,-23.429796,-46.504889,"exterior","exterior",FALSE
"1103418415126122",34,"Brasil",18,"Sao Paulo",1,"Sao Paulo",2,"Guarulhos",4151,"Guarulhos",1,"Distrito Guarulhos",2,"Zona Guarulhos",0,26122,"Centro da Integraçäo da Cidadania",1,1178,0,NA,"Brasil",18,"Sao Paulo","Sao Paulo","Guarulhos","Distrito Guarulhos","Zona Guarulhos",NA,NA,"Centro da Integraçäo da Cidadania",6,1178,-23.46464,-46.403737,"exterior","exterior",FALSE
"1103418415525083",34,"Brasil",18,"Sao Paulo",1,"Sao Paulo",3,"Mauá",4155,"Mauá",1,"Distrito Jardim Santa Adelia",1,"Zona F",0,25083,"Escola Estadual Walter Belian",1,1179,465,"Exterior: 0127","Brasil",18,"Sao Paulo","Sao Paulo","Mauá","Distrito Jardim Santa Adelia","Zona F",NA,NA,"Escola Estadual Walter Belian",6,1179,-23.612887,-46.482229,"exterior","exterior",FALSE
"1103418438626098",34,"Brasil",18,"Sao Paulo",1,"Sao Paulo",4,"Carapicuíba",4386,"Carapicuíba",1,"Distrito Carapicuíba",1,"Carapicuíba",0,26098,"Esc. Mun. Educ. Fundamental Professora Nai Molina do Amaral",1,1052,0,"Exterior: 0128","Brasil",18,"Sao Paulo","Sao Paulo","Carapicuíba","Distrito Carapicuíba","Carapicuíba",NA,NA,"Esc. Mun. Educ. Fundamental Professora Nai Molina do Amaral",5,1052,-23.555609,-46.841663,"exterior","exterior",FALSE
"1103418438726099",34,"Brasil",18,"Sao Paulo",1,"Sao Paulo",5,"Itaquaquecetuba",4387,"Itaquaquecetuba",1,"Distrito Itaquaquecetuba",1,"Itaquaquecetuba",0,26099,"Escuela Estadual Homero Fernando Milano",1,1055,0,"Exterior: 0129","Brasil",18,"Sao Paulo","Sao Paulo","Itaquaquecetuba","Distrito Itaquaquecetuba","Itaquaquecetuba",NA,NA,"Escuela Estadual Homero Fernando Milano",5,1055,-23.481695,-46.352883,"exterior","exterior",FALSE
"1103418438826100",34,"Brasil",18,"Sao Paulo",1,"Sao Paulo",6,"Sao José do Rio Preto",4388,"Sao José do Rio Preto",1,"Distrito Sao José do Rio Preto",1,"Sao José do Rio Preto",0,26100,"Escola Municipal Nice Beolchi Nunes Ferreira",1,470,0,"Exterior: 0130","Brasil",18,"Sao Paulo","Sao Paulo","Sao José do Rio Preto","Distrito Sao José do Rio Preto","Sao José do Rio Preto",NA,NA,"Escola Municipal Nice Beolchi Nunes Ferreira",3,470,-20.911298,-49.448919,"exterior","exterior",FALSE
"1103432377525100",34,"Brasil",32,"Distr. Federal",2,"Brasilia",1,"Brasilia",3775,"Brasilia",1,"Distrito Brasilia",101,"Zona Brasilia",0,25100,"Embajada",1,72,14,"Exterior: 0131","Brasil",32,"Distr. Federal","Brasilia","Brasilia","Distrito Brasilia","Zona Brasilia",NA,NA,"Embajada",1,72,-15.832852,-47.909377,"exterior","exterior",FALSE
"1103433377625101",34,"Brasil",33,"Río de Janeiro",3,"Río de Janeiro",1,"Río de Janeiro",3776,"Río de Janeiro",1,"Distrito Rio de Janeiro",101,"Zona Rio de Janeiro",0,25101,"Consulado",1,241,58,NA,"Brasil",33,"Río de Janeiro","Río de Janeiro","Río de Janeiro","Distrito Rio de Janeiro","Zona Rio de Janeiro",NA,NA,"Consulado",2,241,-22.9420148,-43.1735231,"exterior","exterior",FALSE
"1103434377726184",34,"Brasil",34,"Mato Grosso",4,"Cáceres",1,"Cáceres",3777,"Cáceres",1,"Distrito Caceres",101,"Zona Caceres",0,26184,"Consulado",1,116,11,"Exterior: 0133","Brasil",34,"Mato Grosso","Cáceres","Cáceres","Distrito Caceres","Zona Caceres",NA,NA,"Consulado",1,116,-16.07675,-57.679155,"exterior","exterior",FALSE
"1103435377825103",34,"Brasil",35,"Rondonia",5,"Guajara Mirim",1,"Guajara Mirim",3778,"Guajara Mirim",1,"Distrito Guajara Mirim",101,"Zona Guajara Mirim",0,25103,"Consulado",1,653,30,NA,"Brasil",35,"Rondonia","Guajara Mirim","Guajara Mirim","Distrito Guajara Mirim","Zona Guajara Mirim",NA,NA,"Consulado",3,653,-10.791058,-65.345415,"exterior","exterior",FALSE
"1103478389726115",34,"Brasil",78,"M.Grosso do Sul",6,"Bajo Pantanal",1,"Corumbá",3897,"Corumbá",1,"Distrito Corumba - MS",101,"Zona Corumba - MS",0,26115,"Cyriaco Félix de Toledo",1,210,15,NA,"Brasil",78,"M.Grosso do Sul","Bajo Pantanal","Corumbá","Distrito Corumba - MS","Zona Corumba - MS",NA,NA,"Cyriaco Félix de Toledo",1,210,-19.0006799,-57.657776,"exterior","exterior",FALSE
"1103479389626185",34,"Brasil",79,"Acre",7,"Brasilea",1,"Epitaciolândia",3896,"Epitaciolândia",1,"Distrito Epitaciolândia",101,"Zona Vila Vitoria",0,26185,"Consulado",1,48,0,"Exterior: 0136","Brasil",79,"Acre","Brasilea","Epitaciolândia","Distrito Epitaciolândia","Zona Vila Vitoria",NA,NA,"Consulado",1,48,-11.023368,-68.745813,"exterior","exterior",FALSE
"1104055379825123",40,"Canadá",55,"Ontario",1,"Ottawa",1,"Ottawa",3798,"Ottawa",1,"Distrito Ottawa",101,"Zona Ottawa",0,25123,"Embajada",1,101,7,"Exterior: 0137","Canadá",55,"Ontario","Ottawa","Ottawa","Distrito Ottawa","Zona Ottawa",NA,NA,"Embajada",1,101,45.42128,-75.697221,"exterior","exterior",FALSE
