ID_RECI,X,Y
1003201279430005,-64.16350699176574,-19.704630852071396
1003201279430006,-64.85143376724974,-20.581497502569416
1003201279430009,-63.74318431800492,-20.57784199788633
1003201279430010,-64.89092213299922,-20.764917675839563
1003201279430011,-63.66245238928789,-19.850212320047888
1003201279430012,-63.269599372400535,-19.960704419282806
1003201279430013,-64.0451263212573,-20.40834159058596
1003201279430014,-63.29118930637346,-20.34633213457547
1003201279430015,-63.68826041884868,-20.870818973778384
1003201279430016,-63.706982293160785,-20.789923380978554
1003201279430017,-63.55048790088804,-19.80482822389959
1003201279430018,-64.48996125525034,-20.0522185773604
1003201279430019,-64.88958068181972,-19.65149198953544
1003201279430020,-64.04863748160005,-19.575355928078622
1003201284400001,-63.05678762399859,-20.920697973267313
1003201284500001,-62.677911835066716,-20.151127810688294
1003201284600001,-62.19938808587774,-21.171824413996244
1003201284700001,-62.254119740353396,-21.242960338707707
1003201284800001,-61.84298922892249,-21.191778151475432
1003201285000001,-59.84738807655646,-21.18967480100598
1003201287500067,-63.591068096788916,-20.90193138170093
1003201287600001,-62.867245038394096,-21.055266444151847
1003201287700001,-62.04991273048716,-20.393398268303798
1003201287800001,-63.21669142911257,-21.196608436731285
1003201288400001,-64.33366612241795,-21.051751359825722
1003201288800001,-64.81785388831452,-19.217268015642166
1003201289500001,-62.87417598143431,-21.030535999679724
1003201289600001,-62.97038086866607,-19.86525920764712
1003201289800001,-62.735033953724255,-19.984056507819762
1003201289900001,-63.2266431213552,-19.194538376289398
1003201290100001,-62.97370351721508,-20.962210505902853
1003201290200001,-62.300169116313086,-21.39069981767046
1003201291400001,-63.886603744023645,-21.36148957651925
1003201292600001,-65.73631402337612,-22.024247272321436
1003201293000001,-63.03421901714964,-21.36225061804241
1003201293100001,-62.98342539985824,-21.329653426946642
1003201293300001,-63.87781705321521,-21.38795622665954
1003201293500001,-62.706338258940406,-21.41477951125508
1003201293600001,-63.1742444599467,-21.46497764876355
1003201293700001,-63.049070910566655,-21.480163004831958
1003201295100531,-63.53695959333028,-19.19584423686153
1003201295200532,-63.78270929665263,-19.07624160662988
1003201295300001,-63.863979757717765,-21.03636962502891
1003201295400001,-64.73043023807486,-19.33694792888763
1003201295500001,-64.21957439827415,-19.098435905302924
1003201295600001,-62.786578976247284,-20.575301403366925
1003201295700001,-62.77120789964703,-20.61516600126061
1003201295800001,-62.87374192846196,-20.635343776953164
1003201295900001,-63.55899839557103,-20.95178214851624
1003201296000001,-63.17287751022891,-20.833393037286086
1003201296100001,-62.859163381774955,-20.900366156382937
1003201296200001,-62.81932107720284,-20.784023815067947
1003201296300001,-62.85193531783272,-20.699778905302544
1003201296400001,-62.542686523487475,-20.067416129060422
1003201296500001,-61.77810638030349,-20.94488005144427
1003201296600001,-62.315967940597744,-21.112833299890045
1003201296700001,-61.84101860166767,-21.229377792194118
1003201296900001,-61.31514780741996,-21.356720569912333
1003201297000001,-65.02828795731418,-21.75948206615616
1003201297100001,-64.09363895620591,-21.452921030460047
1003201297200001,-63.29647082367354,-21.336832953321096
1003201297300001,-63.3201019830159,-21.264054533947238
1003201297400001,-63.74768031007869,-21.48168574210461
1003201297500001,-63.28609932317373,-21.408422174315604
1003201297600001,-63.46944370159895,-21.485360776036757
1003201297700001,-63.0594185931639,-21.4165640007789
1003201297900001,-65.95699964073177,-22.22047944978474
1003201298000001,-65.87438174744948,-22.1596752826957
1003201298100001,-62.912989871642004,-21.50822775655138
1003201298200001,-62.55819183422775,-21.595425549751383
1003201298300001,-62.35283452467487,-21.600561055062208
1003201298400001,-65.76783495419903,-22.234952658735775
1003201298500001,-66.04421610374675,-22.517599674232542
1003201319100051,-64.7725401997578,-19.40635660320913
1003201323700001,-64.54121073764667,-19.271274004657037
1003201323800001,-62.515521201889875,-21.091414246996205
1003201323900001,-62.452150413982245,-20.841036381460288
1003201324000001,-62.4558184024913,-20.91426629344772
1003201324100001,-62.42145424197656,-21.025349396774903
1003201324200001,-62.906624034674415,-19.998533950352904
1003201324300001,-62.98667631867032,-20.719908030741085
1003201324400001,-64.57702347968049,-21.55151555326993
1003201324500001,-63.67743957584133,-21.23336557790035
1003201324600001,-61.561941280841296,-20.62186544412569
1003201329500001,-64.60148370102357,-20.998237541598826
1003201329600001,-64.88865645516039,-20.899593863877538
1003201329700001,-63.11485507201854,-21.042451766306094
1003201333200001,-64.4637748533826,-19.166503366061356
1003201337100001,-62.608636825424256,-20.396594919087907
1003201337200001,-62.66500637826203,-20.774788278469202
1003201337300001,-62.97411307513339,-20.589592345979618
1003201337400001,-64.90008282201968,-19.389115245701312
1003201337500001,-62.779055360557855,-21.02051533992967
1003201339300001,-62.71032494841043,-20.538434235216688
1003201339400001,-62.6590653327394,-20.511961274259633
1003201342000001,-65.13923966184494,-19.538268575109893
1003201342100001,-62.60399926635333,-21.374338017037406
1003201342200001,-62.78557667548184,-20.690905327177582
1003201342900001,-63.99623563150823,-19.071853494550723
1003201343000001,-65.03516650681303,-19.538441436719083
1003201343100001,-64.26676479036601,-19.072339779255728
1003201343200001,-64.46767810003509,-19.14020417147132
1003201343300001,-64.58460502407304,-19.123599670595848
1003201343400001,-64.98049541233057,-19.48135301169205
1003201343500001,-64.29189281738265,-19.156699916940013
1003201343600001,-62.80145866061482,-21.263720297231334
1003201343700001,-62.926572263055455,-20.960268083094327
1003201343800001,-62.54576164177476,-20.495130601155545
1003201343900001,-62.567297737443084,-20.856273226691094
1003201344000001,-61.8024976106122,-21.32147036402842
1003201344100001,-61.968495886252725,-21.472908443475863
1003201344200001,-62.031808735249996,-21.41349138091539
1003201344300001,-62.95408455482683,-20.122550522504035
1003201344400001,-62.85363726563605,-20.190299177089265
1003201344500001,-63.45711349784867,-20.977549076093805
1003201344600001,-61.48419484713712,-21.34314455573275
1003201367700001,-62.093792948270135,-20.622043713225082
1003201367800001,-62.192081591447526,-20.735488855754365
1003201367900001,-61.85286673478039,-20.535010312610503
1003201368000001,-62.61880858954939,-20.79391729771584
1003201368100001,-62.49420624959485,-20.71451877665287
1003201368200001,-62.2937599560171,-20.80920562075009
1003201368300001,-62.80825471653809,-21.233345963396513
1003201368400001,-62.56060779969849,-21.11670262730149
1003201368500001,-62.663705979308595,-20.954987241818447
1003201368600001,-60.343093516187736,-21.35048553422308
1003201368700001,-60.476114290994374,-21.406275261127995
1003201368800001,-60.365528458800945,-21.316510916846493
1003201368900001,-63.234358904497846,-21.180317716765433
1003201369000001,-64.1490942965955,-21.376090627569926
1003201369100001,-63.201614452694294,-21.373429560255396
1003201369200001,-63.24780041702219,-21.440393077843016
1003201371500001,-64.13979477570689,-18.99315081581483
1003201371600001,-62.89368074515651,-19.92503466906756
1003201371700001,-62.97219536115411,-19.925466904659167
1003201371800001,-63.940617087225455,-21.304242241079667
1003201371900001,-63.01065733972712,-21.490901952548953
1003201373900001,-63.08487274196017,-20.964874506454994
1003201374000001,-63.199608037816624,-20.7190424479123
1003201374100001,-63.63345090208637,-21.252822585313275
1003201374500001,-62.0342766204168,-21.123271217579717
1003201374600001,-61.61113138257217,-21.437905884636113
1003201382100001,-63.27090971179004,-20.689207551213038
1003201382200001,-65.23537222401855,-20.670768122080958
1003201382400001,-64.45499859338001,-20.964139032408827
1003201382600001,-64.02423460074657,-20.99653642126194
1003201382900001,-64.66630439491564,-19.21551159906791
1003201383000001,-63.01294607572966,-19.681762612788017
1003201383100001,-62.06891175669166,-20.506953249484827
1003201383300001,-61.85782052500512,-20.593954736112646
1003201383400001,-62.61508055086996,-20.181097651734476
1003201383600001,-62.46631659004661,-20.32339262524068
1003201383800001,-62.60213894044847,-20.57922827305906
1003201384000001,-62.21279288845019,-20.989490878380874
1003201384200001,-61.87002823710291,-20.668782237220615
1003201384300001,-62.370814118136,-21.310838904061793
1003201384400001,-64.4942874668325,-21.564320721438353
1003201384500001,-62.91741759663516,-21.422866588583382
1003201384600001,-59.93441272104955,-21.219735162747924
1003201384700001,-59.77460168693632,-21.2790638091427
1003201384800001,-61.548051182006105,-20.68955868551009
1003201389200001,-61.675416102273026,-21.26573024303485
1003201390100001,-65.1084317861436,-19.325132440582973
1003201390200001,-63.32608288915284,-19.151314270115847
1003201390300001,-62.676935417361285,-20.654718032053452
1003201390400001,-62.17544172425744,-21.250652227915587
1003201390500001,-63.796021344053784,-21.41260893685333
1003201390600001,-63.16953605107991,-21.31515382540386
1003201400625321,-62.999759742715426,-20.424242721686543
1003201400725322,-62.47747329093167,-20.500268322115637
1003201400825323,-62.597124893968946,-20.739646388843415
1003201400925324,-62.62893445507846,-19.967058995088458
1003201401025325,-62.740269707778545,-19.83793470272248
1003201401125326,-61.72923500396866,-20.53163636378943
1003201401225327,-63.54344854487421,-21.258573757527138
1003201401325328,-64.16840260392357,-21.445538069008503
1003201411425523,-64.17913655457463,-19.03404878990123
1003201411825529,-65.17697201400259,-20.746669571379968
1003201421125720,-61.64559394461612,-20.782563799016128
1003201421225721,-61.692251423173055,-21.387714915370772
1003201421325722,-60.92676973888627,-21.307426514954187
1003201421425723,-62.65171105666467,-20.68658417508545
1003201421525724,-62.25271649586013,-20.911709105643133
1003201421625725,-61.80344342804125,-21.29418228386557
1003201421725726,-62.64568182989838,-19.991742965130747
1003201435026050,-65.33818045840881,-19.811251625331263
1003201435126051,-62.6123100252783,-20.502617152146218
1003202009302451,-71.28451377953127,-13.917243102262608
1003202009302456,-71.06969386625502,-13.685212378700363
1003202009302457,-71.17384566442328,-13.8073072110392
1003202009402364,-70.4107808310591,-13.186442560713704
1003202009502381,-70.8576863260991,-13.425493407088869
1003202009602397,-71.08201946890095,-13.62101651297089
1003202009702363,-70.65839344583469,-13.382908427966624
1003202009802417,-71.40372946192909,-14.230392970875954
1003202009902430,-70.50255630540491,-13.295971065694681
1003202010002450,-70.81589294572768,-13.558174229134085
1003202010102384,-71.43319384057692,-14.21004763064494
1003202010202442,-71.92613753574042,-14.693684866944631
1003202010302440,-71.73604256790226,-14.503599101634936
1003202010402447,-71.69130400617225,-14.421051367244543
1003202010502439,-72.02072317298281,-14.895608433141804
1003202010602401,-71.97132519474593,-15.034018683069537
1003202010702366,-71.87678293473067,-14.848950659442078
1003202010825762,-72.11318422795746,-15.235229409426898
1003202010902415,-72.08140488093045,-15.194047095245981
1003202011025757,-72.08759511082897,-14.988308063716431
1003202011102367,-72.03595676025475,-14.866744170559677
1003202011202441,-71.70855200357724,-14.36661350318279
1003202011325761,-72.0618464702184,-15.179481157030159
1003202011402379,-70.60240732292252,-13.243309433834977
