"CODIGO_MESA","CANDIDATURA","ID_PAIS","PAIS","ID_DEPARTAMENTO","DEP","CIRCUNSCRIPCION_UNINOMINAL","ID_PROVINCIA","PROV","SECCION","MUN","ID_LOCALIDAD","LOCALIDAD","ID_RECI","RECINTO","NUMERO_MESA","HAB","CREEMOS","MAS","FPV","PAN_BOL","CC","VV","BL","NU","VOTO_EMITIDO","VOTO_VALIDO_SISTEMA","VOTO_EMITIDO_SISTEMA","NUA","ID_MESA"
30007,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",107,"Unidad Educativa Club De Leones",7,220,4,58,3,1,116,182,0,4,186,182,186,0,"100320308210010707"
30009,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",107,"Unidad Educativa Club De Leones",9,220,1,47,0,0,141,189,0,5,194,189,194,0,"100320308210010709"
30010,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",107,"Unidad Educativa Club De Leones",10,220,5,45,2,0,134,186,0,6,192,186,192,0,"100320308210010710"
30012,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",107,"Unidad Educativa Club De Leones",12,220,4,47,1,0,139,191,1,3,195,191,195,0,"100320308210010712"
30013,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",107,"Unidad Educativa Club De Leones",13,220,3,36,0,1,147,187,0,5,192,187,192,0,"100320308210010713"
30014,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",107,"Unidad Educativa Club De Leones",14,220,10,53,1,3,121,188,0,7,195,188,195,0,"100320308210010714"
30016,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",107,"Unidad Educativa Club De Leones",16,165,2,36,0,0,101,139,1,1,141,139,141,0,"100320308210010716"
30081,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",30087,"U.E. Adventista Cochabamba (Temporal)",1,220,4,28,0,0,166,198,0,1,199,198,199,0,"100320308213008701"
30083,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",30087,"U.E. Adventista Cochabamba (Temporal)",3,220,5,20,1,0,151,177,0,6,183,177,183,0,"100320308213008703"
30086,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",30087,"U.E. Adventista Cochabamba (Temporal)",6,220,6,18,1,1,156,182,0,1,183,182,183,0,"100320308213008706"
30094,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",113,"Instituto Eduardo Laredo",6,220,5,27,1,0,142,175,0,5,180,175,180,0,"100320308210011306"
30097,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",113,"Instituto Eduardo Laredo",9,220,2,34,2,0,143,181,0,5,186,181,186,0,"100320308210011309"
30099,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",113,"Instituto Eduardo Laredo",11,220,3,41,0,0,142,186,1,3,190,186,190,0,"100320308210011311"
30118,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",141,"Colegio Boliviano Argentino",1,220,7,31,1,0,138,177,1,6,184,177,184,0,"100320308210014101"
30121,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",141,"Colegio Boliviano Argentino",4,220,12,30,0,0,132,174,0,8,182,174,182,0,"100320308210014104"
30126,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",143,"Unidad Educativa Daniel Salamanca (Ex Colegio Nal. Mixto 6 De Agosto)",3,220,5,33,1,0,150,189,2,3,194,189,194,0,"100320308210014303"
30127,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",143,"Unidad Educativa Daniel Salamanca (Ex Colegio Nal. Mixto 6 De Agosto)",4,172,4,23,0,0,124,151,0,2,153,151,153,0,"100320308210014304"
30128,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",25887,"U. E. 8 de Mayo",1,220,7,37,2,0,148,194,1,4,199,194,199,0,"100320308212588701"
30129,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",25887,"U. E. 8 de Mayo",2,220,8,33,1,2,142,186,2,0,188,186,188,0,"100320308212588702"
30130,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",25887,"U. E. 8 de Mayo",3,175,4,28,1,0,118,151,0,4,155,151,155,0,"100320308212588703"
30131,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",25891,"U. E. Cochabamba",1,66,1,22,1,0,27,51,0,1,52,51,52,0,"100320308212589101"
30145,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",147,"Escuela Wilge Rodriguez",2,220,7,45,0,0,125,177,0,4,181,177,181,0,"100320308210014702"
30149,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",147,"Escuela Wilge Rodriguez",6,46,1,7,1,0,32,41,0,1,42,41,42,0,"100320308210014706"
30158,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",105,"Colegio Hispano Boliviano",9,220,4,48,2,0,136,190,0,4,194,190,194,0,"100320308210010509"
30159,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",105,"Colegio Hispano Boliviano",10,220,7,43,3,0,129,182,1,4,187,182,187,0,"100320308210010510"
30160,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",105,"Colegio Hispano Boliviano",11,220,4,49,3,1,119,176,0,8,184,176,184,0,"100320308210010511"
30162,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",105,"Colegio Hispano Boliviano",13,220,1,33,1,0,150,185,0,4,189,185,189,0,"100320308210010513"
30172,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",142,"Colegio Abaroa",9,220,7,39,2,1,139,188,1,2,191,188,191,0,"100320308210014209"
30174,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",142,"Colegio Abaroa",11,220,8,35,3,1,133,180,0,6,186,180,186,0,"100320308210014211"
30176,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",142,"Colegio Abaroa",13,220,7,47,0,1,131,186,1,2,189,186,189,0,"100320308210014213"
30179,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",153,"Colegio Bolivar",2,220,3,52,0,0,119,174,1,4,179,174,179,0,"100320308210015302"
30180,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",153,"Colegio Bolivar",3,220,5,66,0,0,111,182,0,4,186,182,186,0,"100320308210015303"
30181,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",153,"Colegio Bolivar",4,220,2,47,3,0,126,178,1,6,185,178,185,0,"100320308210015304"
30183,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",153,"Colegio Bolivar",6,220,5,49,2,1,122,179,2,7,188,179,188,0,"100320308210015306"
30185,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",153,"Colegio Bolivar",8,220,8,58,2,0,117,185,1,4,190,185,190,0,"100320308210015308"
30186,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",153,"Colegio Bolivar",9,233,6,38,1,0,143,188,1,3,192,188,192,0,"100320308210015309"
30187,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",196,"(Cárcel) Penitenciaria San Sebastian  Varones",1,220,5,114,6,1,22,148,6,8,162,148,162,0,"100320308210019601"
30194,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",167,"Colegio Yugoslavia ( Ex Mariscal Santa Cruz)",1,220,2,55,1,0,123,181,3,7,191,181,191,0,"100320308210016701"
30197,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",167,"Colegio Yugoslavia ( Ex Mariscal Santa Cruz)",4,220,2,63,4,0,119,188,0,1,189,188,189,0,"100320308210016704"
30207,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",166,"Unidad Educativa Estados Unidos",1,220,6,74,1,0,103,184,2,6,192,184,192,0,"100320308210016601"
30208,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",166,"Unidad Educativa Estados Unidos",2,220,2,93,1,0,93,189,0,10,199,189,199,0,"100320308210016602"
30209,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",166,"Unidad Educativa Estados Unidos",3,220,7,57,0,1,119,184,1,7,192,184,192,0,"100320308210016603"
30211,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",166,"Unidad Educativa Estados Unidos",5,220,5,72,2,0,119,198,1,6,205,198,205,0,"100320308210016605"
30212,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",166,"Unidad Educativa Estados Unidos",6,220,4,69,2,0,115,190,0,7,197,190,197,0,"100320308210016606"
30213,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",166,"Unidad Educativa Estados Unidos",7,220,3,39,0,0,147,189,1,4,194,189,194,0,"100320308210016607"
30214,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",166,"Unidad Educativa Estados Unidos",8,220,4,65,4,1,120,194,1,3,198,194,198,0,"100320308210016608"
30215,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",166,"Unidad Educativa Estados Unidos",9,130,1,45,1,0,69,116,1,4,121,116,121,0,"100320308210016609"
30283,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",148,"Unidad Educativa Domingo Savio (Ex Lorenzo Filho)",3,220,2,26,1,1,151,181,0,3,184,181,184,0,"100320308210014803"
30285,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",148,"Unidad Educativa Domingo Savio (Ex Lorenzo Filho)",5,220,7,32,1,0,140,180,0,1,181,180,181,0,"100320308210014805"
30286,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",148,"Unidad Educativa Domingo Savio (Ex Lorenzo Filho)",6,220,1,31,0,0,144,176,0,4,180,176,180,0,"100320308210014806"
30287,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",148,"Unidad Educativa Domingo Savio (Ex Lorenzo Filho)",7,220,3,32,2,0,145,182,1,5,188,182,188,0,"100320308210014807"
30292,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",146,"Colegio Loyola",4,220,4,30,3,1,150,188,1,4,193,188,193,0,"100320308210014604"
30294,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",146,"Colegio Loyola",6,220,6,27,0,0,154,187,0,1,188,187,188,0,"100320308210014606"
30295,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",146,"Colegio Loyola",7,220,4,28,1,1,158,192,0,1,193,192,193,0,"100320308210014607"
30296,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",146,"Colegio Loyola",8,220,8,16,2,0,157,183,2,4,189,183,189,0,"100320308210014608"
30315,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",126,"Colegio Albert Einstein",6,220,4,42,2,0,139,187,1,6,194,187,194,0,"100320308210012606"
30316,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",126,"Colegio Albert Einstein",7,220,2,39,1,0,147,189,1,4,194,189,194,0,"100320308210012607"
30322,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",126,"Colegio Albert Einstein",13,220,3,26,1,0,161,191,0,4,195,191,195,0,"100320308210012613"
30330,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",135,"Escuela Jose Gabriel De Gumucio",6,220,4,36,0,0,151,191,0,4,195,191,195,0,"100320308210013506"
30333,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",135,"Escuela Jose Gabriel De Gumucio",9,146,2,20,1,0,103,126,1,8,135,126,135,0,"100320308210013509"
30338,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",136,"Colegio Cristo Rey",5,220,4,27,2,0,151,184,0,11,195,184,195,0,"100320308210013605"
30343,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",136,"Colegio Cristo Rey",10,220,2,32,1,2,152,189,0,4,193,189,193,0,"100320308210013610"
30348,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",136,"Colegio Cristo Rey",15,220,7,36,0,0,145,188,0,10,198,188,198,0,"100320308210013615"
30410,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",115,"Colegio Jaime Escalante",1,220,2,27,0,0,165,194,1,1,196,194,196,0,"100320308210011501"
30412,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",115,"Colegio Jaime Escalante",3,220,5,26,0,0,151,182,0,4,186,182,186,0,"100320308210011503"
30413,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",115,"Colegio Jaime Escalante",4,220,12,33,0,0,156,201,0,3,204,201,204,0,"100320308210011504"
30414,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",115,"Colegio Jaime Escalante",5,220,9,29,1,0,154,193,1,5,199,193,199,0,"100320308210011505"
30422,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",117,"Escuela Maryknoll",6,220,2,17,0,0,173,192,0,0,192,192,192,0,"100320308210011706"
30423,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",117,"Escuela Maryknoll",7,220,9,13,0,1,163,186,0,3,189,186,189,0,"100320308210011707"
30425,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",116,"Centro Inmaculada Concepcion",1,220,3,13,0,1,166,183,1,3,187,183,187,0,"100320308210011601"
30426,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",116,"Centro Inmaculada Concepcion",2,220,2,26,0,0,150,178,0,4,182,178,182,0,"100320308210011602"
30429,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",116,"Centro Inmaculada Concepcion",5,220,4,15,0,0,154,173,0,3,176,173,176,0,"100320308210011605"
30433,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",116,"Centro Inmaculada Concepcion",9,220,10,14,0,0,161,185,0,1,186,185,186,0,"100320308210011609"
30434,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",116,"Centro Inmaculada Concepcion",10,220,7,17,1,0,160,185,0,4,189,185,189,0,"100320308210011610"
30437,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",25867,"U. E. Isaac Attie",2,199,6,29,0,0,141,176,0,5,181,176,181,0,"100320308212586702"
30441,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",25922,"U.E. Genoveva Ríos",1,220,2,71,1,1,126,201,3,3,207,201,207,0,"100320308212592201"
30442,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",25922,"U.E. Genoveva Ríos",2,220,7,74,2,0,122,205,1,4,210,205,210,0,"100320308212592202"
30443,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",25922,"U.E. Genoveva Ríos",3,220,3,86,1,0,111,201,1,3,205,201,205,0,"100320308212592203"
30461,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",152,"Escuela Walter Vallejo",1,220,2,65,1,0,126,194,0,2,196,194,196,0,"100320308210015201"
30463,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",152,"Escuela Walter Vallejo",3,220,9,76,2,0,100,187,2,4,193,187,193,0,"100320308210015203"
30465,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",152,"Escuela Walter Vallejo",5,220,3,74,2,0,109,188,1,6,195,188,195,0,"100320308210015205"
30467,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",152,"Escuela Walter Vallejo",7,220,1,52,2,0,131,186,1,5,192,186,192,0,"100320308210015207"
30471,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",156,"Colegio Amor de Dios",3,220,6,67,0,0,116,189,2,3,194,189,194,0,"100320308210015603"
30473,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",156,"Colegio Amor de Dios",5,220,3,88,1,4,102,198,2,3,203,198,203,0,"100320308210015605"
30474,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",156,"Colegio Amor de Dios",6,220,3,97,2,0,78,180,2,5,187,180,187,0,"100320308210015606"
30498,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",25898,"Sede Social de OTB Cerro San Miguel  Alto",1,87,1,54,0,0,19,74,0,0,74,74,74,0,"100320308212589801"
30503,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",176,"Escuela Camara Junior",5,220,3,94,1,1,74,173,2,10,185,173,185,0,"100320308210017605"
30508,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",176,"Escuela Camara Junior",10,220,2,83,5,2,103,195,0,7,202,195,202,0,"100320308210017610"
30510,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",247,"Unidad Educativa Prof. Oscar Rojas Caballero",1,220,4,105,4,0,70,183,0,5,188,183,188,0,"100320308210024701"
30511,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",247,"Unidad Educativa Prof. Oscar Rojas Caballero",2,220,2,107,1,0,76,186,0,11,197,186,197,0,"100320308210024702"
30513,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",247,"Unidad Educativa Prof. Oscar Rojas Caballero",4,30,0,14,1,0,9,24,0,1,25,24,25,0,"100320308210024704"
30580,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",211,"Centro Educativo San Francisco De Asis",2,220,4,78,3,1,98,184,1,5,190,184,190,0,"100320308210021102"
30631,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",231,"Unidad Educativa 14 de Septiembre",2,220,3,29,0,1,160,193,0,6,199,193,199,0,"100320308210023102"
30636,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",231,"Unidad Educativa 14 de Septiembre",7,220,7,35,0,0,157,199,0,2,201,199,201,0,"100320308210023107"
30637,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",231,"Unidad Educativa 14 de Septiembre",8,105,1,16,1,0,77,95,1,4,100,95,100,0,"100320308210023108"
30640,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",119,"Escuela Jose Maria Santivañez",3,220,6,23,1,0,163,193,1,3,197,193,197,0,"100320308210011903"
30642,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",119,"Escuela Jose Maria Santivañez",5,220,7,37,2,0,143,189,1,3,193,189,193,0,"100320308210011905"
30643,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",119,"Escuela Jose Maria Santivañez",6,220,5,33,0,0,157,195,0,0,195,195,195,0,"100320308210011906"
30644,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",119,"Escuela Jose Maria Santivañez",7,220,3,23,1,1,168,196,0,2,198,196,198,0,"100320308210011907"
30645,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",119,"Escuela Jose Maria Santivañez",8,220,6,22,0,0,152,180,2,8,190,180,190,0,"100320308210011908"
30647,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",119,"Escuela Jose Maria Santivañez",10,220,1,42,1,0,150,194,0,7,201,194,201,0,"100320308210011910"
30648,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",119,"Escuela Jose Maria Santivañez",11,220,2,26,0,0,156,184,0,5,189,184,189,0,"100320308210011911"
30650,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",119,"Escuela Jose Maria Santivañez",13,220,3,27,0,0,161,191,1,2,194,191,194,0,"100320308210011913"
30652,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",119,"Escuela Jose Maria Santivañez",15,220,2,32,3,0,154,191,0,2,193,191,193,0,"100320308210011915"
30654,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",119,"Escuela Jose Maria Santivañez",17,220,3,36,0,0,139,178,1,6,185,178,185,0,"100320308210011917"
30656,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",119,"Escuela Jose Maria Santivañez",19,220,2,30,2,0,158,192,1,3,196,192,196,0,"100320308210011919"
30657,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",119,"Escuela Jose Maria Santivañez",20,229,5,23,0,0,172,200,2,2,204,200,204,0,"100320308210011920"
30692,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",122,"Colegio Venezuela",1,220,5,33,0,0,141,179,4,6,189,179,189,0,"100320308210012201"
30698,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",122,"Colegio Venezuela",7,220,4,31,0,0,156,191,0,2,193,191,193,0,"100320308210012207"
30701,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",122,"Colegio Venezuela",10,220,4,31,4,0,143,182,0,10,192,182,192,0,"100320308210012210"
30702,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",122,"Colegio Venezuela",11,220,3,29,0,1,156,189,1,4,194,189,194,0,"100320308210012211"
30703,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",122,"Colegio Venezuela",12,220,3,35,2,0,142,182,0,4,186,182,186,0,"100320308210012212"
30704,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",122,"Colegio Venezuela",13,220,3,40,1,0,152,196,0,2,198,196,198,0,"100320308210012213"
30705,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",122,"Colegio Venezuela",14,78,0,9,0,0,61,70,0,0,70,70,70,0,"100320308210012214"
30716,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",158,"Escuela Bolivar",1,220,5,55,2,3,103,168,2,5,175,168,175,0,"100320308210015801"
30717,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",158,"Escuela Bolivar",2,220,6,65,4,0,104,179,2,2,183,179,183,0,"100320308210015802"
30718,"PRESIDENTE",32,"Bolivia",3,"Cochabamba",0,1,"Cercado",1,"Cochabamba",821,"Cochabamba",158,"Escuela Bolivar",3,220,8,51,3,0,134,196,2,2,200,196,200,0,"100320308210015803"
